"med_CodMed";"med_Nombre";"med_FormaFarmaceutica";"med_Presen";"med_Concen";"med_Costo";"med_Petitorio";"med_Petitorio2005";"med_Petitorio2010";"med_FecBaja";"med_FFDigemid";"med_IdEstado";"MED_V_NOMBRE_SIS";"MED_V_PRESENT_SIS";"MED_V_FORMAFARM_SIS";"MED_V_UNIDAD_CONSUMO";"MED_N_FACTOR_CONSUMO"
"00713";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"30 mL";"125 mg + 31.25 mg/5 mL";0.0;"S";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"30 mL";"SUS";"30 mL";1.0
"00714";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"45 mL";"125 mg + 31.25 mg/5 mL";0.0;"S";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"45 mL";"SUS";"45 mL";1.0
"00715";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"50 mL";"125 mg + 31.25 mg/5 mL";0.0;"S";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"50 mL";"SUS";"50 mL";1.0
"00716";"AMOXICILINA + ACIDO CLAVULANICO";"PLV";"6 g";"125 mg + 31.25 mg/5 mL";0.0;"S";"N";"N";"";"PLV";"0";"AMOXICILINA + ACIDO CLAVULANICO";"6 g";"PLV";"6 g";1.0
"00717";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"60 mL";"125 mg + 31.25 mg/5 mL";0.0;"S";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"60 mL";"SUS";"60 mL";1.0
"00718";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"70 mL";"125 mg + 31.25 mg/5 mL";0.0;"S";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"70 mL";"SUS";"70 mL";1.0
"00719";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"75 mL";"125 mg + 31.25 mg/5 mL";0.0;"S";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"75 mL";"SUS";"75 mL";1.0
"00720";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"100 mL";"250 mg + 62.5 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"100 mL";"SUS";"100 mL";1.0
"00721";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"120 mL";"250 mg + 62.5 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"120 mL";"SUS";"120 mL";1.0
"00722";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"30 mL";"250 mg + 62.5 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"30 mL";"SUS";"30 mL";1.0
"00723";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"45 mL";"250 mg + 62.5 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"45 mL";"SUS";"45 mL";1.0
"00724";"AMOXICILINA + ACIDO CLAVULANICO";"PLV";"6 g";"250 mg + 62.5 mg/5 mL";0.0;"S";"S";"S";"";"PLV";"0";"AMOXICILINA + ACIDO CLAVULANICO";"6 g";"PLV";"6 g";1.0
"00725";"AMOXICILINA + ACIDO CLAVULANICO (COMO SAL POTASICA)";"SUS";"60 mL";"250 mg + 62.5 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO (COMO SAL POTASICA)";"60 mL";"SUS";"60 mL";1.0
"00726";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"75 mL";"250 mg + 62.5 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"75 mL";"SUS";"75 mL";1.0
"00727";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"90 mL";"250 mg + 62.5 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"90 mL";"SUS";"90 mL";1.0
"00728";"AMOXICILINA + ACIDO CLAVULANICO";"FCO-SUS";"";"400 mg + 57 mg/5 mL";0.0;"N";"N";"N";"2011-02-02";"FCO-SUS";"1";"AMOXICILINA + ACIDO CLAVULANICO";"";"";"";0.0
"00729";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"100 mL";"400 mg + 57 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"100 mL";"SUS";"100 mL";1.0
"00730";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"120 mL";"400 mg + 57 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"120 mL";"SUS";"120 mL";1.0
"00731";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"140 mL";"400 mg + 57 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"140 mL";"SUS";"140 mL";1.0
"00732";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"30 mL";"400 mg + 57 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"30 mL";"SUS";"30 mL";1.0
"00733";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"35 mL";"400 mg + 57 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"35 mL";"SUS";"35 mL";1.0
"00734";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"40 mL";"400 mg + 57 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"40 mL";"SUS";"40 mL";1.0
"00735";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"50 mL";"400 mg + 57 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"50 mL";"SUS";"50 mL";1.0
"00736";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"60 mL";"400 mg + 57 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"60 mL";"SUS";"60 mL";1.0
"00737";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"70 mL";"400 mg + 57 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"70 mL";"SUS";"70 mL";1.0
"00738";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"80 mL";"400 mg + 57 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"80 mL";"SUS";"80 mL";1.0
"00739";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"90 mL";"400 mg + 57 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"90 mL";"SUS";"90 mL";1.0
"00740";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"50 mL";"459 mg + 68.4 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"50 mL";"SUS";"50 mL";1.0
"00741";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"60 mL";"459 mg + 68.4 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"60 mL";"SUS";"60 mL";1.0
"00742";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"70 mL";"459 mg + 68.4 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"70 mL";"SUS";"70 mL";1.0
"00743";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"100 mL";"500 mg + 125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"100 mL";"SUS";"100 mL";1.0
"00744";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"30 mL";"500 mg + 125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"30 mL";"SUS";"30 mL";1.0
"00745";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"45 mL";"500 mg + 125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"45 mL";"SUS";"45 mL";1.0
"00746";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"500 mL";"500 mg + 125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"500 mL";"SUS";"500 mL";1.0
"00747";"AMOXICILINA + ACIDO CLAVULANICO";"SUS";"60 mL";"500 mg + 125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + ACIDO CLAVULANICO";"60 mL";"SUS";"60 mL";1.0
"00748";"AMOXICILINA + ACIDO CLAVULANICO";"TAB";"";"1 g + 323 mg";0.0;"N";"N";"N";"";"TAB";"0";"AMOXICILINA + ACIDO CLAVULANICO";"";"TAB";"UNIDAD";1.0
"00749";"AMOXICILINA + ACIDO CLAVULANICO";"TAB";"";"250 mg + 125 mg";0.0;"N";"N";"N";"";"TAB";"0";"AMOXICILINA + ACIDO CLAVULANICO";"";"TAB";"UNIDAD";1.0
"00750";"AMOXICILINA + ACIDO CLAVULANICO (COMO SAL POTASICA)";"TAB";"";"500 mg + 125 mg";0.0;"S";"S";"S";"";"TAB";"0";"AMOXICILINA + ACIDO CLAVULANICO (COMO SAL POTASICA)";"";"TAB";"UNIDAD";1.0
"00751";"AMOXICILINA + ACIDO CLAVULANICO";"TAB";"";"875 mg + 125 mg";0.0;"N";"N";"N";"";"TAB";"0";"AMOXICILINA + ACIDO CLAVULANICO";"";"TAB";"UNIDAD";1.0
"00752";"AMOXICILINA + SULBACTAM";"INY";"";"1 g + 500 mg";0.0;"S";"N";"N";"";"INY";"0";"AMOXICILINA + SULBACTAM";"";"INY";"UNIDAD";1.0
"00753";"AMOXICILINA + SULBACTAM";"INY";"";"500 mg + 250 mg";0.0;"N";"N";"N";"";"INY";"0";"AMOXICILINA + SULBACTAM";"";"INY";"UNIDAD";1.0
"00754";"AMOXICILINA + SULBACTAM";"SUS";"100 mL";"1 g + 250 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + SULBACTAM";"100 mL";"SUS";"100 mL";1.0
"00755";"AMOXICILINA + SULBACTAM";"SUS";"120 mL";"1 g + 250 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + SULBACTAM";"120 mL";"SUS";"120 mL";1.0
"00756";"AMOXICILINA + SULBACTAM";"SUS";"30 mL";"1 g + 250 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + SULBACTAM";"30 mL";"SUS";"30 mL";1.0
"00757";"AMOXICILINA + SULBACTAM";"SUS";"45 mL";"1 g + 250 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + SULBACTAM";"45 mL";"SUS";"45 mL";1.0
"00758";"AMOXICILINA + SULBACTAM";"SUS";"50 mL";"1 g + 250 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + SULBACTAM";"50 mL";"SUS";"50 mL";1.0
"00759";"AMOXICILINA + SULBACTAM";"SUS";"60 mL";"1 g + 250 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + SULBACTAM";"60 mL";"SUS";"60 mL";1.0
"00760";"AMOXICILINA + SULBACTAM";"SUS";"90 mL";"1 g + 250 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + SULBACTAM";"90 mL";"SUS";"90 mL";1.0
"00761";"AMOXICILINA + SULBACTAM";"SUS";"120 mL";"125 mg + 125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + SULBACTAM";"120 mL";"SUS";"120 mL";1.0
"00762";"AMOXICILINA + SULBACTAM";"SUS";"60 mL";"125 mg + 125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + SULBACTAM";"60 mL";"SUS";"60 mL";1.0
"00763";"AMOXICILINA + SULBACTAM";"SUS";"120 mL";"250 mg + 250 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + SULBACTAM";"120 mL";"SUS";"120 mL";1.0
"00764";"AMOXICILINA + SULBACTAM";"SUS";"60 mL";"250 mg + 250 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA + SULBACTAM";"60 mL";"SUS";"60 mL";1.0
"00765";"AMOXICILINA + SULBACTAM";"TAB";"";"1 g + 125 mg";0.0;"N";"N";"N";"";"TAB";"0";"AMOXICILINA + SULBACTAM";"";"TAB";"UNIDAD";1.0
"00766";"AMOXICILINA + SULBACTAM";"TAB";"";"250 mg + 250 mg";0.0;"N";"N";"N";"";"TAB";"0";"AMOXICILINA + SULBACTAM";"";"TAB";"UNIDAD";1.0
"00767";"AMOXICILINA";"INY";"";"250 mg";0.0;"N";"N";"N";"";"INY";"0";"AMOXICILINA";"";"INY";"UNIDAD";1.0
"00768";"AMOXICILINA";"INY";"";"500 mg";0.0;"N";"N";"N";"";"INY";"0";"AMOXICILINA";"";"INY";"UNIDAD";1.0
"00769";"AMOXICILINA";"PLV";"5 g";"1 g";0.0;"N";"N";"N";"";"PLV";"0";"AMOXICILINA";"5 g";"PLV";"5 g";1.0
"00770";"AMOXICILINA";"SUS";"100 mL";"1 g/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA";"100 mL";"SUS";"100 mL";1.0
"00771";"AMOXICILINA";"SUS";"120 mL";"1 g/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA";"120 mL";"SUS";"120 mL";1.0
"00772";"AMOXICILINA";"SUS";"30 mL";"1 g/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA";"30 mL";"SUS";"30 mL";1.0
"00773";"AMOXICILINA";"SUS";"45 mL";"1 g/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA";"45 mL";"SUS";"45 mL";1.0
"00774";"AMOXICILINA";"SUS";"50 mL";"1 g/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA";"50 mL";"SUS";"50 mL";1.0
"00775";"AMOXICILINA";"SUS";"60 mL";"1 g/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA";"60 mL";"SUS";"60 mL";1.0
"00776";"AMOXICILINA";"SUS";"90 mL";"1 g/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA";"90 mL";"SUS";"90 mL";1.0
"00777";"AMOXICILINA";"SUS";"15 mL";"100 mg/mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA";"15 mL";"SUS";"15 mL";1.0
"00778";"AMOXICILINA";"SUS";"100 mL";"125 mg/5 mL";0.0;"S";"S";"N";"";"SUS";"0";"AMOXICILINA";"100 mL";"SUS";"100 mL";1.0
"00779";"AMOXICILINA";"SUS";"120 mL";"125 mg/5 mL";0.0;"S";"S";"N";"";"SUS";"0";"AMOXICILINA";"120 mL";"SUS";"120 mL";1.0
"00780";"AMOXICILINA";"SUS";"150 mL";"125 mg/5 mL";0.0;"S";"S";"N";"";"SUS";"0";"AMOXICILINA";"150 mL";"SUS";"150 mL";1.0
"00781";"AMOXICILINA";"SUS";"30 mL";"125 mg/5 mL";0.0;"S";"S";"N";"";"SUS";"0";"AMOXICILINA";"30 mL";"SUS";"30 mL";1.0
"00782";"AMOXICILINA";"SUS";"45 mL";"125 mg/5 mL";0.0;"S";"S";"N";"";"SUS";"0";"AMOXICILINA";"45 mL";"SUS";"45 mL";1.0
"00783";"AMOXICILINA";"SUS";"60 mL";"125 mg/5 mL";0.0;"S";"S";"N";"";"SUS";"0";"AMOXICILINA";"60 mL";"SUS";"60 mL";1.0
"00784";"AMOXICILINA";"SUS";"75 mL";"125 mg/5 mL";0.0;"S";"S";"N";"";"SUS";"0";"AMOXICILINA";"75 mL";"SUS";"75 mL";1.0
"00785";"AMOXICILINA";"SUS";"100 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA";"100 mL";"SUS";"100 mL";1.0
"00786";"AMOXICILINA";"SUS";"120 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA";"120 mL";"SUS";"120 mL";1.0
"00787";"AMOXICILINA";"SUS";"15 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA";"15 mL";"SUS";"15 mL";1.0
"00788";"AMOXICILINA";"SUS";"150 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA";"150 mL";"SUS";"150 mL";1.0
"00789";"AMOXICILINA";"SUS";"180 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA";"180 mL";"SUS";"180 mL";1.0
"00790";"AMOXICILINA";"SUS";"25 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA";"25 mL";"SUS";"25 mL";1.0
"00791";"AMOXICILINA";"SUS";"30 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA";"30 mL";"SUS";"30 mL";1.0
"00792";"AMOXICILINA";"SUS";"45 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA";"45 mL";"SUS";"45 mL";1.0
"00793";"AMOXICILINA";"SUS";"50 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA";"50 mL";"SUS";"50 mL";1.0
"00794";"AMOXICILINA";"SUS";"60 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA";"60 mL";"SUS";"60 mL";1.0
"00795";"AMOXICILINA";"SUS";"75 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA";"75 mL";"SUS";"75 mL";1.0
"00796";"AMOXICILINA";"SUS";"80 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA";"80 mL";"SUS";"80 mL";1.0
"00797";"AMOXICILINA";"SUS";"90 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"AMOXICILINA";"90 mL";"SUS";"90 mL";1.0
"00798";"AMOXICILINA";"SUS";"50 mL";"400 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA";"50 mL";"SUS";"50 mL";1.0
"00799";"AMOXICILINA";"SUS";"100 mL";"500 mg/5 mL";0.0;"S";"N";"S";"";"SUS";"0";"AMOXICILINA";"100 mL";"SUS";"100 mL";1.0
"00800";"AMOXICILINA";"SUS";"120 mL";"500 mg/5 mL";0.0;"S";"N";"S";"";"SUS";"0";"AMOXICILINA";"120 mL";"SUS";"120 mL";1.0
"00801";"AMOXICILINA";"SUS";"45 mL";"500 mg/5 mL";0.0;"S";"N";"S";"";"SUS";"0";"AMOXICILINA";"45 mL";"SUS";"45 mL";1.0
"00802";"AMOXICILINA";"SUS";"60 mL";"500 mg/5 mL";0.0;"S";"N";"S";"";"SUS";"0";"AMOXICILINA";"60 mL";"SUS";"60 mL";1.0
"00803";"AMOXICILINA";"SUS";"75 mL";"500 mg/5 mL";0.0;"S";"N";"S";"";"SUS";"0";"AMOXICILINA";"75 mL";"SUS";"75 mL";1.0
"00804";"AMOXICILINA";"SUS";"90 mL";"500 mg/5 mL";0.0;"S";"N";"S";"";"SUS";"0";"AMOXICILINA";"90 mL";"SUS";"90 mL";1.0
"00805";"AMOXICILINA";"SUS";"70 mL";"750 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMOXICILINA";"70 mL";"SUS";"70 mL";1.0
"00806";"AMOXICILINA";"TAB";"";"1 g";0.0;"N";"N";"N";"";"TAB";"0";"AMOXICILINA";"";"TAB";"UNIDAD";1.0
"00807";"AMOXICILINA";"TAB";"";"250 mg";0.0;"S";"S";"S";"";"TAB";"0";"AMOXICILINA";"";"TAB";"UNIDAD";1.0
"00808";"AMOXICILINA";"TAB";"";"500 mg";0.0;"S";"S";"S";"";"TAB";"0";"AMOXICILINA";"";"TAB";"UNIDAD";1.0
"00809";"AMOXICILINA";"TAB";"";"750 mg";0.0;"N";"N";"N";"";"TAB";"0";"AMOXICILINA";"";"TAB";"UNIDAD";1.0
"00810";"AMOXICILINA";"TAB";"";"800 mg";0.0;"N";"N";"N";"";"TAB";"0";"AMOXICILINA";"";"TAB";"UNIDAD";1.0
"00811";"AMOXICILINA";"TAB";"";"875 mg";0.0;"N";"N";"N";"";"TAB";"0";"AMOXICILINA";"";"TAB";"UNIDAD";1.0
"00812";"AMPICILINA + BROMHEXINA";"INY";"";"1 g + 4 mg";0.0;"N";"N";"N";"";"INY";"0";"AMPICILINA + BROMHEXINA";"";"INY";"UNIDAD";1.0
"00813";"AMPICILINA + BROMHEXINA";"INY";"";"250 mg + 4 mg";0.0;"N";"N";"N";"";"INY";"0";"AMPICILINA + BROMHEXINA";"";"INY";"UNIDAD";1.0
"00814";"AMPICILINA + BROMHEXINA";"INY";"";"500 mg + 4 mg";0.0;"N";"N";"N";"";"INY";"0";"AMPICILINA + BROMHEXINA";"";"INY";"UNIDAD";1.0
"00815";"AMPICILINA + BROMHEXINA";"SUS";"100 mL";"125 mg + 4 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA + BROMHEXINA";"100 mL";"SUS";"100 mL";1.0
"00816";"AMPICILINA + BROMHEXINA";"SUS";"60 mL";"125 mg + 4 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA + BROMHEXINA";"60 mL";"SUS";"60 mL";1.0
"00817";"AMPICILINA + BROMHEXINA";"SUS";"100 mL";"250 mg + 4 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA + BROMHEXINA";"100 mL";"SUS";"100 mL";1.0
"00818";"AMPICILINA + BROMHEXINA";"SUS";"60 mL";"250 mg + 4 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA + BROMHEXINA";"60 mL";"SUS";"60 mL";1.0
"00820";"AMPICILINA + BROMHEXINA";"TAB";"";"250 mg + 8 mg";0.0;"N";"N";"N";"";"TAB";"0";"AMPICILINA + BROMHEXINA";"";"TAB";"UNIDAD";1.0
"00821";"AMPICILINA + BROMHEXINA";"TAB";"";"500 mg + 8 mg";0.0;"N";"N";"N";"";"TAB";"0";"AMPICILINA + BROMHEXINA";"";"TAB";"UNIDAD";1.0
"00822";"AMPICILINA (COMO SAL SODICA) + SULBACTAM (COMO SAL SODICA)";"INY";"";"1 g + 500 mg";0.0;"S";"N";"S";"";"INY";"0";"AMPICILINA (COMO SAL SODICA) + SULBACTAM (COMO SAL SODICA)";"";"INY";"UNIDAD";1.0
"00823";"AMPICILINA + SULBACTAM";"INY";"100 mL";"1 g + 500 mg";0.0;"S";"N";"S";"";"INY";"0";"AMPICILINA + SULBACTAM";"100 mL";"INY";"100 mL";1.0
"00824";"AMPICILINA + SULBACTAM";"INY";"50 mL";"1 g + 500 mg";0.0;"S";"N";"S";"";"INY";"0";"AMPICILINA + SULBACTAM";"50 mL";"INY";"50 mL";1.0
"00825";"AMPICILINA + SULBACTAM";"INY";"";"2 g + 1 g";0.0;"N";"N";"N";"";"INY";"0";"AMPICILINA + SULBACTAM";"";"INY";"UNIDAD";1.0
"00826";"AMPICILINA + SULBACTAM";"INY";"";"500 mg + 250 mg";0.0;"N";"N";"N";"";"INY";"0";"AMPICILINA + SULBACTAM";"";"INY";"UNIDAD";1.0
"00827";"AMPICILINA COMBINACIONES";"INY";"";"1.2 g";0.0;"N";"N";"N";"";"INY";"0";"AMPICILINA COMBINACIONES";"";"INY";"UNIDAD";1.0
"00828";"AMPICILINA COMBINACIONES";"INY";"";"300 mg";0.0;"N";"N";"N";"";"INY";"0";"AMPICILINA COMBINACIONES";"";"INY";"UNIDAD";1.0
"00829";"AMPICILINA COMBINACIONES";"INY";"";"600 mg";0.0;"N";"N";"N";"";"INY";"0";"AMPICILINA COMBINACIONES";"";"INY";"UNIDAD";1.0
"00830";"AMPICILINA SODICA";"INY";"";"1 g";0.0;"S";"S";"S";"";"INY";"0";"AMPICILINA SODICA";"";"INY";"UNIDAD";1.0
"00831";"AMPICILINA BENZATINICA + AMPICILINA SODICA";"INY";"";"1.2 g";0.0;"N";"N";"N";"";"INY";"0";"AMPICILINA BENZATINICA + AMPICILINA SODICA";"";"INY";"UNIDAD";1.0
"00832";"AMPICILINA SODICA";"INY";"";"250 mg";0.0;"N";"N";"N";"";"INY";"0";"AMPICILINA SODICA";"";"INY";"UNIDAD";1.0
"00833";"AMPICILINA BENZATINICA + AMPICILINA SODICA";"INY";"";"300 mg";0.0;"N";"N";"N";"";"INY";"0";"AMPICILINA BENZATINICA + AMPICILINA SODICA";"";"INY";"UNIDAD";1.0
"00834";"AMPICILINA SODICA";"INY";"";"500 mg";0.0;"S";"S";"S";"";"INY";"0";"AMPICILINA SODICA";"";"INY";"UNIDAD";1.0
"00835";"AMPICILINA BENZATINICA + AMPICILINA SODICA";"INY";"";"600 mg";0.0;"N";"N";"N";"";"INY";"0";"AMPICILINA BENZATINICA + AMPICILINA SODICA";"";"INY";"UNIDAD";1.0
"00836";"AMPICILINA";"SUS";"10 mL";"100 mg/mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA";"10 mL";"SUS";"10 mL";1.0
"00837";"AMPICILINA";"SUS";"120 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA";"120 mL";"SUS";"120 mL";1.0
"00838";"AMPICILINA";"SUS";"60 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA";"60 mL";"SUS";"60 mL";1.0
"00839";"AMPICILINA";"SUS";"90 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA";"90 mL";"SUS";"90 mL";1.0
"00840";"AMPICILINA";"SUS";"100 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA";"100 mL";"SUS";"100 mL";1.0
"00842";"AMPICILINA";"SUS";"200 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA";"200 mL";"SUS";"200 mL";1.0
"00843";"AMPICILINA";"SUS";"45 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA";"45 mL";"SUS";"45 mL";1.0
"00845";"AMPICILINA";"SUS";"100 mL";"250 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA";"100 mL";"SUS";"100 mL";1.0
"00846";"AMPICILINA";"SUS";"120 mL";"250 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA";"120 mL";"SUS";"120 mL";1.0
"00847";"AMPICILINA";"SUS";"150 mL";"250 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA";"150 mL";"SUS";"150 mL";1.0
"00848";"AMPICILINA";"SUS";"45 mL";"250 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"AMPICILINA";"45 mL";"SUS";"45 mL";1.0
