idsolicitud,monto,fechareg
"000020030","1.00","2022-04-02"
"000020042","1.00","2022-04-02"
"000020043","1.00","2022-04-02"
"000020044","1.00","2022-04-02"
"000020045","1.00","2022-04-02"
"000020046","1.00","2022-04-02"
"000020047","1.00","2022-04-02"
"000020048","1.00","2022-04-02"
"000020049","1.00","2022-04-02"
"000020050","1.00","2022-04-04"
"000020051","1.00","2022-04-06"
"000020052","1.00","2022-04-06"
"000020053","2.00","2022-04-06"
"000020054","1.00","2022-04-06"
"000020055","2.00","2022-04-06"
"000020057","2.00","2022-04-06"
"000020058","1.00","2022-04-06"
"000020059","1.00","2022-04-06"
"000020060","1.00","2022-04-06"
"000020061","1.00","2022-04-06"
"000020062","3.00","2022-04-06"
"000020063","8.00","2022-04-06"
"000020064","1.00","2022-04-06"
"000020065","8.00","2022-04-06"
"000020066","1.00","2022-04-06"
"000020067","2.00","2022-04-06"
"000020068","1.00","2022-04-06"
"000020069","1.00","2022-04-06"
"000020070","1.00","2022-04-06"
"000020071","8.00","2022-04-06"
"000020072","2.00","2022-04-06"
"000020073","1.00","2022-04-06"
"000020074","1.00","2022-04-07"
"000020075","2.00","2022-04-06"
"000020076","1.00","2022-04-06"
"000020077","2.00","2022-04-06"
"000020078","1.00","2022-04-06"
"000020079","4.00","2022-04-06"
"000020080","1.00","2022-04-06"
"000020081","1.00","2022-04-06"
"000020082","1.00","2022-04-06"
"000020083","1.00","2022-04-06"
"000020084","1.00","2022-04-06"
"000020085","1.00","2022-04-06"
"000020086","1.00","2022-04-06"
"000020087","3.00","2022-04-06"
"000020088","2.00","2022-04-06"
"000020089","1.00","2022-04-06"
"000020090","1.00","2022-04-06"
"000020091","2.00","2022-04-07"
"000020092","1.00","2022-04-07"
"000020093","3.00","2022-04-07"
"000020094","1.00","2022-04-07"
"000020095","1.00","2022-04-07"
"000020098","1.00","2022-04-07"
"000020099","1.00","2022-04-07"
"000020100","3.00","2022-04-07"
"000020101","1.00","2022-04-07"
"000020102","1.00","2022-04-07"
"000020104","1.00","2022-04-07"
"000020105","1.00","2022-04-07"
"000020106","1.00","2022-04-07"
"000020107","1.00","2022-04-07"
"000020108","1.00","2022-04-07"
"000020109","1.00","2022-04-07"
"000020110","1.00","2022-04-07"
"000020111","1.00","2022-04-07"
"000020112","2.00","2022-04-07"
"000020113","8.00","2022-04-07"
"000020114","1.00","2022-04-07"
"000020116","2.00","2022-04-07"
"000020117","1.00","2022-04-07"
"000020120","1.00","2022-04-07"
"000020121","2.00","2022-04-07"
"000020122","2.00","2022-04-07"
"000020123","1.00","2022-04-07"
"000020124","1.00","2022-04-07"
"000020125","1.00","2022-04-07"
"000020126","1.00","2022-04-07"
"000020127","2.00","2022-04-08"
"000020128","1.00","2022-04-08"
"000020129","1.00","2022-04-08"
"000020130","1.00","2022-04-07"
"000020131","1.00","2022-04-08"
"000020132","1.00","2022-04-08"
"000020133","1.00","2022-04-08"
"000020134","1.00","2022-04-08"
"000020135","1.00","2022-04-08"
"000020136","1.00","2022-04-14"
"000020138","1.00","2022-04-08"
"000020141","1.00","2022-04-08"
"000020142","1.00","2022-04-08"
"000020143","1.00","2022-04-08"
"000020144","1.00","2022-04-08"
"000020145","1.00","2022-04-08"
"000020147","1.00","2022-04-08"
"000020148","1.00","2022-04-08"
"000020149","2.00","2022-04-08"
"000020150","2.00","2022-04-08"
"000020151","8.00","2022-04-08"
"000020152","1.00","2022-04-08"
"000020153","1.00","2022-04-08"
"000020154","1.00","2022-04-08"
"000020155","3.00","2022-04-08"
"000020156","1.00","2022-04-08"
"000020157","1.00","2022-04-08"
"000020158","1.00","2022-04-08"
"000020159","1.00","2022-04-08"
"000020160","2.00","2022-04-08"
"000020161","3.00","2022-04-08"
"000020162","2.00","2022-04-08"
"000020163","1.00","2022-04-08"
"000020164","1.00","2022-04-08"
"000020165","1.00","2022-04-08"
"000020166","2.00","2022-04-08"
"000020167","1.00","2022-04-08"
"000020168","1.00","2022-04-08"
"000020169","1.00","2022-04-08"
"000020170","1.00","2022-04-08"
"000020171","1.00","2022-04-08"
"000020172","1.00","2022-04-08"
"000020173","1.00","2022-04-08"
"000020174","1.00","2022-04-09"
"000020175","1.00","2022-04-08"
"000020176","1.00","2022-04-09"
"000020177","1.00","2022-04-09"
"000020178","1.00","2022-04-08"
"000020179","2.00","2022-04-08"
"000020180","4.00","2022-04-08"
"000020181","1.00","2022-04-08"
"000020182","1.00","2022-04-09"
"000020183","1.00","2022-04-09"
"000020184","1.00","2022-04-09"
"000020185","2.00","2022-04-09"
"000020186","1.00","2022-04-09"
"000020188","2.00","2022-04-09"
"000020189","3.00","2022-04-09"
"000020190","1.00","2022-04-09"
"000020191","2.00","2022-04-09"
"000020192","8.00","2022-04-09"
"000020193","1.00","2022-04-09"
"000020194","2.00","2022-04-09"
"000020195","1.00","2022-04-11"
"000020196","1.00","2022-04-09"
"000020197","1.00","2022-04-09"
"000020198","1.00","2022-04-09"
"000020199","1.00","2022-04-09"
"000020200","1.00","2022-04-09"
"000020201","2.00","2022-04-09"
"000020202","3.00","2022-04-11"
"000020203","1.00","2022-04-11"
"000020204","1.00","2022-04-11"
"000020205","1.00","2022-04-11"
"000020207","1.00","2022-04-11"
"000020208","1.00","2022-04-11"
"000020209","3.00","2022-04-11"
"000020210","2.00","2022-04-11"
"000020211","1.00","2022-04-11"
"000020212","1.00","2022-04-11"
"000020213","1.00","2022-04-11"
"000020215","1.00","2022-04-11"
"000020216","1.00","2022-04-11"
"000020217","1.00","2022-04-11"
"000020218","1.00","2022-04-11"
"000020219","2.00","2022-04-11"
"000020220","1.00","2022-04-11"
"000020223","1.00","2022-04-11"
"000020224","1.00","2022-04-11"
"000020225","2.00","2022-04-11"
"000020226","1.00","2022-04-11"
"000020227","1.00","2022-04-11"
"000020229","1.00","2022-04-11"
"000020230","1.00","2022-04-11"
"000020231","1.00","2022-04-11"
"000020232","2.00","2022-04-11"
"000020233","1.00","2022-04-11"
"000020234","1.00","2022-04-11"
"000020235","1.00","2022-04-11"
"000020236","2.00","2022-04-11"
"000020237","1.00","2022-04-11"
"000020238","1.00","2022-04-11"
"000020239","1.00","2022-04-11"
"000020240","2.00","2022-04-11"
"000020241","1.00","2022-04-11"
"000020242","1.00","2022-04-12"
"000020243","1.00","2022-04-12"
"000020244","1.00","2022-04-12"
"000020245","1.00","2022-04-12"
"000020246","1.00","2022-04-12"
"000020247","2.00","2022-04-12"
"000020248","1.00","2022-04-12"
"000020249","1.00","2022-04-12"
"000020250","2.00","2022-04-12"
"000020251","1.00","2022-04-12"
"000020252","3.00","2022-04-12"
"000020253","2.00","2022-04-12"
"000020255","1.00","2022-04-12"
"000020256","4.00","2022-04-12"
"000020257","1.00","2022-04-12"
"000020258","1.00","2022-04-12"
"000020259","1.00","2022-04-12"
"000020260","1.00","2022-04-12"
"000020261","1.00","2022-04-12"
"000020262","1.00","2022-04-12"
"000020263","1.00","2022-04-12"
"000020264","1.00","2022-04-12"
"000020265","1.00","2022-04-12"
"000020266","1.00","2022-04-12"
"000020267","1.00","2022-04-12"
"000020268","2.00","2022-04-12"
"000020269","1.00","2022-04-12"
"000020270","2.00","2022-04-12"
"000020271","1.00","2022-04-12"
"000020272","2.00","2022-04-12"
"000020273","1.00","2022-04-12"
"000020274","1.00","2022-04-12"
"000020275","3.00","2022-04-12"
"000020276","2.00","2022-04-12"
"000020277","1.00","2022-04-12"
"000020278","1.00","2022-04-12"
"000020279","2.00","2022-04-12"
"000020280","1.00","2022-04-12"
"000020281","1.00","2022-04-12"
"000020284","8.00","2022-04-13"
"000020285","8.00","2022-04-12"
"000020286","4.00","2022-04-12"
"000020287","8.00","2022-04-12"
"000020288","1.00","2022-04-12"
"000020289","1.00","2022-04-12"
"000020290","1.00","2022-04-13"
"000020291","3.00","2022-04-13"
"000020292","1.00","2022-04-13"
"000020293","2.00","2022-04-13"
"000020294","1.00","2022-04-13"
"000020295","1.00","2022-04-13"
"000020296","1.00","2022-04-13"
"000020297","1.00","2022-04-13"
"000020299","2.00","2022-04-13"
"000020300","1.00","2022-04-13"
"000020301","1.00","2022-04-13"
"000020302","1.00","2022-04-13"
"000020303","1.00","2022-04-13"
"000020304","1.00","2022-04-13"
"000020305","1.00","2022-04-13"
"000020306","1.00","2022-04-13"
"000020307","1.00","2022-04-13"
"000020308","1.00","2022-04-13"
"000020309","1.00","2022-04-13"
"000020310","1.00","2022-04-13"
"000020312","2.00","2022-04-13"
"000020313","1.00","2022-04-13"
"000020314","1.00","2022-04-13"
"000020315","2.00","2022-04-13"
"000020316","1.00","2022-04-13"
"000020317","1.00","2022-04-13"
"000020318","1.00","2022-04-13"
"000020319","3.00","2022-04-13"
"000020320","1.00","2022-04-13"
"000020321","1.00","2022-04-13"
"000020322","1.00","2022-04-13"
"000020324","8.00","2022-04-14"
"000020325","1.00","2022-04-13"
"000020326","2.00","2022-04-13"
"000020327","2.00","2022-04-13"
"000020328","1.00","2022-04-13"
"000020329","1.00","2022-04-13"
"000020330","1.00","2022-04-13"
"000020331","1.00","2022-04-13"
"000020332","1.00","2022-04-14"
"000020333","1.00","2022-04-13"
"000020334","1.00","2022-04-13"
"000020335","1.00","2022-04-13"
"000020336","1.00","2022-04-13"
"000020337","1.00","2022-04-13"
"000020338","1.00","2022-04-13"
"000020339","1.00","2022-04-13"
"000020340","2.00","2022-04-13"
"000020341","8.00","2022-04-13"
"000020342","2.00","2022-04-13"
"000020343","1.00","2022-04-14"
"000020344","2.00","2022-04-13"
"000020345","1.00","2022-04-13"
"000020346","2.00","2022-04-13"
"000020347","1.00","2022-04-13"
"000020349","2.00","2022-04-14"
"000020350","1.00","2022-04-14"
"000020353","1.00","2022-04-14"
"000020354","1.00","2022-04-28"
"000020355","2.00","2022-04-14"
"000020356","2.00","2022-04-14"
"000020358","1.00","2022-04-14"
"000020359","1.00","2022-04-14"
"000020360","1.00","2022-04-14"
"000020361","1.00","2022-04-14"
"000020362","1.00","2022-04-14"
"000020363","1.00","2022-04-14"
"000020364","1.00","2022-04-14"
"000020365","1.00","2022-04-14"
"000020366","8.00","2022-04-14"
"000020367","1.00","2022-04-14"
"000020368","2.00","2022-04-14"
"000020370","3.00","2022-04-14"
"000020371","1.00","2022-04-14"
"000020372","8.00","2022-04-14"
"000020373","1.00","2022-04-18"
"000020374","1.00","2022-04-18"
"000020375","1.00","2022-04-18"
"000020376","1.00","2022-04-18"
"000020377","1.00","2022-04-18"
"000020378","4.00","2022-04-18"
"000020379","2.00","2022-04-18"
"000020380","1.00","2022-04-18"
"000020381","1.00","2022-04-18"
"000020382","2.00","2022-04-18"
"000020383","1.00","2022-04-18"
"000020384","1.00","2022-04-18"
"000020385","1.00","2022-04-18"
"000020386","1.00","2022-04-18"
"000020387","1.00","2022-04-18"
"000020388","1.00","2022-04-18"
"000020389","1.00","2022-04-18"
"000020390","1.00","2022-04-18"
"000020391","1.00","2022-04-18"
"000020392","1.00","2022-04-18"
"000020393","1.00","2022-04-18"
"000020395","2.00","2022-04-18"
"000020396","1.00","2022-04-18"
"000020397","1.00","2022-04-18"
"000020398","4.00","2022-04-18"
"000020399","3.00","2022-04-18"
"000020400","1.00","2022-04-18"
"000020401","4.00","2022-04-18"
"000020402","1.00","2022-04-18"
"000020403","1.00","2022-04-18"
"000020405","2.00","2022-04-18"
"000020406","8.00","2022-04-18"
"000020407","1.00","2022-04-18"
"000020408","1.00","2022-04-18"
"000020409","1.00","2022-04-18"
"000020410","1.00","2022-04-19"
"000020411","2.00","2022-04-19"
"000020412","8.00","2022-04-18"
"000020413","1.00","2022-04-20"
"000020415","1.00","2022-04-18"
"000020416","4.00","2022-04-19"
"000020417","2.00","2022-04-18"
"000020418","1.00","2022-04-18"
"000020419","1.00","2022-04-18"
"000020420","1.00","2022-04-19"
"000020421","1.00","2022-04-18"
"000020422","1.00","2022-04-19"
"000020423","1.00","2022-04-19"
"000020424","1.00","2022-04-19"
"000020425","1.00","2022-04-19"
"000020426","1.00","2022-04-19"
"000020427","1.00","2022-04-19"
"000020428","1.00","2022-04-19"
"000020429","1.00","2022-04-19"
"000020430","8.00","2022-04-19"
"000020431","2.00","2022-04-19"
"000020432","1.00","2022-04-19"
"000020433","2.00","2022-04-19"
"000020434","1.00","2022-04-19"
"000020435","2.00","2022-04-19"
"000020436","1.00","2022-04-19"
"000020437","1.00","2022-04-19"
"000020438","8.00","2022-04-19"
"000020439","1.00","2022-04-19"
"000020440","1.00","2022-04-19"
"000020441","2.00","2022-04-19"
"000020442","1.00","2022-04-19"
"000020443","1.00","2022-04-19"
"000020444","1.00","2022-04-19"
"000020445","1.00","2022-04-19"
"000020446","1.00","2022-04-19"
"000020447","1.00","2022-04-19"
"000020448","1.00","2022-04-19"
"000020449","1.00","2022-04-19"
"000020450","2.00","2022-04-19"
"000020451","1.00","2022-04-19"
"000020452","1.00","2022-04-19"
"000020453","1.00","2022-04-19"
"000020454","8.00","2022-04-19"
"000020455","1.00","2022-04-19"
"000020456","1.00","2022-04-19"
"000020457","4.00","2022-04-19"
"000020458","1.00","2022-04-19"
"000020459","3.00","2022-04-19"
"000020461","2.00","2022-04-19"
"000020462","2.00","2022-04-19"
"000020463","2.00","2022-04-19"
"000020464","1.00","2022-04-20"
"000020465","2.00","2022-04-19"
"000020466","1.00","2022-04-19"
"000020467","1.00","2022-04-20"
"000020468","1.00","2022-04-19"
"000020470","1.00","2022-04-20"
"000020471","2.00","2022-04-20"
"000020472","1.00","2022-04-20"
"000020474","1.00","2022-04-20"
"000020476","3.00","2022-04-20"
"000020477","4.00","2022-04-20"
"000020478","1.00","2022-04-25"
"000020479","3.00","2022-04-20"
"000020480","1.00","2022-04-20"
"000020481","1.00","2022-04-20"
"000020482","1.00","2022-04-20"
"000020483","1.00","2022-04-20"
"000020484","8.00","2022-04-20"
"000020485","1.00","2022-04-20"
"000020486","1.00","2022-04-20"
"000020487","2.00","2022-04-20"
"000020489","2.00","2022-04-20"
"000020490","1.00","2022-04-20"
"000020491","1.00","2022-04-20"
"000020492","2.00","2022-04-20"
"000020494","1.00","2022-04-21"
"000020495","1.00","2022-04-20"
"000020496","1.00","2022-04-20"
"000020497","8.00","2022-04-20"
"000020498","1.00","2022-04-20"
"000020499","2.00","2022-04-20"
"000020500","1.00","2022-04-20"
"000020501","8.00","2022-04-20"
"000020502","2.00","2022-04-21"
"000020504","1.00","2022-04-21"
"000020506","1.00","2022-04-21"
"000020507","1.00","2022-04-21"
"000020508","1.00","2022-04-21"
"000020509","1.00","2022-04-21"
"000020510","1.00","2022-04-21"
"000020511","1.00","2022-04-21"
"000020512","2.00","2022-04-21"
"000020514","8.00","2022-04-21"
"000020515","8.00","2022-04-21"
"000020516","2.00","2022-04-21"
"000020517","1.00","2022-04-21"
"000020518","1.00","2022-04-21"
"000020519","1.00","2022-04-21"
"000020520","3.00","2022-04-21"
"000020521","1.00","2022-04-21"
"000020522","1.00","2022-04-21"
"000020523","2.00","2022-04-21"
"000020524","1.00","2022-04-21"
"000020526","1.00","2022-04-21"
"000020527","1.00","2022-04-21"
"000020528","1.00","2022-04-21"
"000020529","8.00","2022-04-21"
"000020530","1.00","2022-04-21"
"000020531","1.00","2022-04-21"
"000020532","1.00","2022-04-21"
"000020533","1.00","2022-04-21"
"000020534","2.00","2022-04-21"
"000020535","1.00","2022-04-21"
"000020536","4.00","2022-04-22"
"000020537","1.00","2022-04-22"
"000020538","1.00","2022-04-22"
"000020540","3.00","2022-04-22"
"000020541","1.00","2022-04-22"
"000020542","1.00","2022-04-22"
"000020543","2.00","2022-04-22"
"000020544","1.00","2022-04-22"
"000020545","1.00","2022-04-22"
"000020547","1.00","2022-04-22"
"000020549","1.00","2022-04-22"
"000020550","1.00","2022-04-22"
"000020551","1.00","2022-04-22"
"000020552","2.00","2022-04-22"
"000020553","1.00","2022-04-22"
"000020554","8.00","2022-04-22"
"000020555","1.00","2022-04-22"
"000020556","3.00","2022-04-22"
"000020557","1.00","2022-04-22"
"000020558","1.00","2022-04-22"
"000020559","1.00","2022-04-22"
"000020560","3.00","2022-04-22"
"000020561","1.00","2022-04-22"
"000020563","3.00","2022-04-22"
"000020564","1.00","2022-04-23"
"000020565","4.00","2022-04-22"
"000020566","1.00","2022-04-22"
"000020567","1.00","2022-04-22"
"000020568","3.00","2022-04-22"
"000020569","1.00","2022-04-22"
"000020570","2.00","2022-04-22"
"000020571","3.00","2022-04-22"
"000020572","2.00","2022-04-22"
"000020573","1.00","2022-04-22"
"000020574","1.00","2022-04-22"
"000020575","2.00","2022-04-22"
"000020576","1.00","2022-04-22"
"000020577","3.00","2022-04-22"
"000020578","1.00","2022-04-22"
"000020579","1.00","2022-04-22"
"000020580","1.00","2022-04-22"
"000020581","1.00","2022-04-23"
"000020582","2.00","2022-04-23"
"000020583","1.00","2022-04-23"
"000020584","1.00","2022-04-23"
"000020585","1.00","2022-04-23"
"000020586","4.00","2022-04-23"
"000020587","1.00","2022-04-23"
"000020588","1.00","2022-04-23"
"000020589","1.00","2022-04-23"
"000020590","1.00","2022-04-23"
"000020591","1.00","2022-04-23"
"000020592","1.00","2022-04-25"
"000020593","3.00","2022-04-25"
"000020594","1.00","2022-04-25"
"000020595","2.00","2022-04-23"
"000020596","2.00","2022-04-25"
"000020597","1.00","2022-04-25"
"000020598","1.00","2022-04-25"
"000020599","1.00","2022-04-25"
"000020600","4.00","2022-04-25"
"000020601","1.00","2022-04-25"
"000020602","1.00","2022-04-25"
"000020603","1.00","2022-04-25"
"000020604","1.00","2022-04-25"
"000020605","1.00","2022-04-25"
"000020606","1.00","2022-04-25"
"000020607","2.00","2022-04-25"
"000020608","2.00","2022-04-25"
"000020609","1.00","2022-04-25"
"000020610","1.00","2022-04-25"
"000020611","1.00","2022-04-25"
"000020612","8.00","2022-04-25"
"000020615","1.00","2022-04-25"
"000020616","1.00","2022-04-25"
"000020617","1.00","2022-04-25"
"000020618","1.00","2022-04-25"
"000020619","1.00","2022-04-25"
"000020620","1.00","2022-04-25"
"000020621","1.00","2022-04-25"
"000020622","8.00","2022-04-25"
"000020623","8.00","2022-04-25"
"000020624","2.00","2022-04-25"
"000020625","1.00","2022-04-25"
"000020626","2.00","2022-04-25"
"000020627","1.00","2022-04-25"
"000020628","2.00","2022-04-25"
"000020629","1.00","2022-04-25"
"000020630","4.00","2022-04-25"
"000020631","1.00","2022-04-25"
"000020632","1.00","2022-04-26"
"000020633","1.00","2022-04-25"
"000020634","1.00","2022-04-25"
"000020635","1.00","2022-04-25"
"000020637","2.00","2022-04-26"
"000020638","1.00","2022-04-25"
"000020639","1.00","2022-04-26"
"000020640","1.00","2022-04-26"
"000020642","2.00","2022-04-26"
"000020643","2.00","2022-04-26"
"000020644","1.00","2022-04-26"
"000020645","1.00","2022-04-26"
"000020646","1.00","2022-04-26"
"000020647","1.00","2022-04-26"
"000020648","1.00","2022-04-26"
"000020649","1.00","2022-04-26"
"000020650","1.00","2022-04-26"
"000020651","3.00","2022-04-26"
"000020652","1.00","2022-04-26"
"000020653","2.00","2022-04-26"
"000020655","1.00","2022-04-26"
"000020656","1.00","2022-04-26"
"000020657","1.00","2022-04-26"
"000020658","1.00","2022-04-26"
"000020659","1.00","2022-04-26"
"000020660","2.00","2022-04-26"
"000020661","1.00","2022-04-27"
"000020662","1.00","2022-04-26"
"000020663","2.00","2022-04-26"
"000020664","1.00","2022-04-26"
"000020665","2.00","2022-04-26"
"000020666","4.00","2022-04-26"
"000020667","2.00","2022-04-27"
"000020668","1.00","2022-04-26"
"000020669","8.00","2022-04-26"
"000020670","1.00","2022-04-26"
"000020671","1.00","2022-04-26"
"000020672","1.00","2022-04-26"
"000020673","1.00","2022-04-26"
"000020674","2.00","2022-04-26"
"000020675","1.00","2022-04-26"
"000020676","8.00","2022-04-26"
"000020677","2.00","2022-04-26"
"000020678","2.00","2022-04-27"
"000020679","1.00","2022-04-27"
"000020680","1.00","2022-04-27"
"000020681","1.00","2022-04-27"
"000020682","8.00","2022-04-27"
"000020683","1.00","2022-04-27"
"000020684","1.00","2022-04-27"
"000020685","2.00","2022-04-27"
"000020687","1.00","2022-04-27"
"000020688","1.00","2022-04-27"
"000020690","1.00","2022-04-27"
"000020691","1.00","2022-04-27"
"000020692","1.00","2022-04-27"
"000020693","2.00","2022-04-27"
"000020694","1.00","2022-04-27"
"000020695","1.00","2022-04-27"
"000020696","1.00","2022-04-27"
"000020697","2.00","2022-04-27"
"000020698","1.00","2022-04-27"
"000020701","2.00","2022-04-27"
"000020702","1.00","2022-04-27"
"000020703","1.00","2022-04-27"
"000020704","8.00","2022-04-27"
"000020705","1.00","2022-04-27"
"000020706","3.00","2022-04-27"
"000020707","1.00","2022-04-27"
"000020708","1.00","2022-04-28"
"000020709","1.00","2022-04-27"
"000020710","1.00","2022-04-27"
"000020711","1.00","2022-04-27"
"000020712","2.00","2022-04-28"
"000020713","1.00","2022-04-27"
"000020714","1.00","2022-04-27"
"000020715","2.00","2022-04-27"
"000020716","1.00","2022-04-27"
"000020717","1.00","2022-04-28"
"000020718","1.00","2022-04-28"
"000020719","1.00","2022-04-28"
"000020720","1.00","2022-04-28"
"000020721","1.00","2022-04-28"
"000020724","1.00","2022-04-28"
"000020725","1.00","2022-04-28"
"000020726","1.00","2022-04-28"
"000020727","2.00","2022-04-28"
"000020728","1.00","2022-04-28"
"000020729","2.00","2022-04-28"
"000020730","1.00","2022-04-28"
"000020731","1.00","2022-04-28"
"000020732","1.00","2022-04-28"
"000020733","3.00","2022-04-28"
"000020734","1.00","2022-04-28"
"000020735","2.00","2022-04-28"
"000020736","1.00","2022-04-28"
"000020738","2.00","2022-04-28"
"000020739","1.00","2022-04-28"
"000020740","1.00","2022-04-29"
"000020741","2.00","2022-04-28"
"000020742","8.00","2022-04-28"
"000020743","1.00","2022-04-28"
"000020744","1.00","2022-04-28"
"000020745","1.00","2022-04-28"
"000020746","1.00","2022-04-28"
"000020747","2.00","2022-04-28"
"000020748","1.00","2022-04-28"
"000020749","2.00","2022-04-29"
"000020750","2.00","2022-04-28"
"000020751","1.00","2022-04-28"
"000020752","1.00","2022-04-28"
"000020753","1.00","2022-04-28"
"000020754","1.00","2022-04-28"
"000020755","2.00","2022-04-28"
"000020756","1.00","2022-04-28"
"000020757","1.00","2022-04-29"
"000020759","2.00","2022-04-29"
"000020760","2.00","2022-04-29"
"000020761","1.00","2022-04-29"
"000020763","2.00","2022-04-29"
"000020764","1.00","2022-04-29"
"000020765","1.00","2022-04-29"
"000020766","1.00","2022-04-29"
"000020767","3.00","2022-04-29"
"000020768","3.00","2022-04-29"
"000020769","8.00","2022-04-29"
"000020770","1.00","2022-04-29"
"000020772","1.00","2022-04-29"
"000020773","1.00","2022-04-29"
"000020774","1.00","2022-04-29"
"000020776","1.00","2022-04-29"
"000020777","3.00","2022-04-29"
"000020778","1.00","2022-04-29"
"000020779","1.00","2022-04-29"
"000020780","3.00","2022-04-29"
"000020781","1.00","2022-04-29"
"000020782","1.00","2022-04-29"
"000020783","1.00","2022-04-29"
"000020784","8.00","2022-04-29"
"000020785","2.00","2022-04-29"
"000020786","1.00","2022-04-29"
"000020787","1.00","2022-04-29"
"000020788","1.00","2022-04-29"
"000020789","3.00","2022-04-29"
"000020790","2.00","2022-04-29"
"000020791","3.00","2022-04-29"
"000020792","1.00","2022-04-29"
"000020793","1.00","2022-04-29"
"000020794","2.00","2022-04-29"
"000020795","1.00","2022-04-29"
"000020796","8.00","2022-04-29"
"000020797","1.00","2022-04-30"
"000020798","1.00","2022-04-29"
"000020799","1.00","2022-04-29"
"000020800","1.00","2022-04-29"
"000020801","1.00","2022-04-29"
"000020802","1.00","2022-05-02"
"000020803","8.00","2022-04-29"
"000020804","4.00","2022-04-30"
"000020805","1.00","2022-04-29"
"000020806","2.00","2022-04-30"
"000020807","1.00","2022-04-29"
"000020808","1.00","2022-04-29"
"000020809","2.00","2022-04-29"
"000020810","1.00","2022-04-29"
"000020811","1.00","2022-04-29"
"000020812","1.00","2022-04-29"
"000020813","1.00","2022-04-29"
"000020814","2.00","2022-04-30"
"000020815","1.00","2022-04-30"
"000020816","3.00","2022-04-30"
"000020817","8.00","2022-04-30"
"000020818","2.00","2022-04-30"
"000020819","1.00","2022-04-30"
"000020820","1.00","2022-04-30"
"000020821","1.00","2022-04-30"
"000020822","1.00","2022-04-30"
"000020823","8.00","2022-04-30"
"000020824","1.00","2022-04-30"
"000020825","1.00","2022-04-30"
"000020826","2.00","2022-04-30"
"000020827","1.00","2022-04-30"
"000020828","1.00","2022-04-30"
"000020829","1.00","2022-04-30"
"000020830","1.00","2022-04-30"
"000020831","1.00","2022-04-30"
"000020832","1.00","2022-04-30"
"000020833","1.00","2022-04-30"
"000020834","3.00","2022-04-30"
"000020835","1.00","2022-04-30"
"000020836","1.00","2022-04-30"
"000020837","1.00","2022-04-30"
"000020838","1.00","2022-05-02"
"000020839","1.00","2022-05-02"
"000020840","1.00","2022-05-02"
"000020841","1.00","2022-05-11"
"000020842","1.00","2022-05-02"
"000020844","1.00","2022-05-02"
"000020845","2.00","2022-05-02"
"000020846","1.00","2022-05-02"
"000020847","2.00","2022-05-02"
"000020848","1.00","2022-05-02"
"000020849","1.00","2022-05-02"
"000020850","1.00","2022-09-15"
"000020851","2.00","2022-05-02"
"000020852","3.00","2022-05-02"
"000020853","1.00","2022-05-02"
"000020854","1.00","2022-05-02"
"000020855","1.00","2022-05-02"
"000020856","1.00","2022-05-02"
"000020857","2.00","2022-05-02"
"000020858","8.00","2022-05-02"
"000020859","8.00","2022-05-03"
"000020860","2.00","2022-05-02"
"000020861","1.00","2022-05-03"
"000020862","3.00","2022-05-02"
"000020863","1.00","2022-05-03"
"000020865","1.00","2022-05-02"
"000020866","1.00","2022-05-03"
"000020868","1.00","2022-05-02"
"000020869","3.00","2022-05-02"
"000020870","1.00","2022-05-02"
"000020871","1.00","2022-05-02"
"000020872","1.00","2022-05-03"
"000020873","2.00","2022-05-03"
"000020874","1.00","2022-05-03"
"000020875","1.00","2022-05-03"
"000020877","2.00","2022-05-03"
"000020878","1.00","2022-05-03"
"000020879","1.00","2022-05-03"
"000020880","1.00","2022-05-03"
"000020881","1.00","2022-05-03"
"000020882","1.00","2022-05-03"
"000020883","1.00","2022-05-03"
"000020884","1.00","2022-05-03"
"000020885","1.00","2022-05-03"
"000020886","1.00","2022-05-03"
"000020888","1.00","2022-05-03"
"000020889","8.00","2022-05-03"
"000020890","3.00","2022-05-03"
"000020891","8.00","2022-05-03"
"000020892","1.00","2022-05-05"
"000020893","1.00","2022-05-03"
"000020894","8.00","2022-05-03"
"000020895","1.00","2022-05-03"
"000020896","1.00","2022-05-04"
"000020897","1.00","2022-05-04"
"000020898","2.00","2022-05-04"
"000020899","3.00","2022-05-04"
"000020900","1.00","2022-05-04"
"000020901","1.00","2022-05-04"
"000020902","1.00","2022-05-04"
"000020903","1.00","2022-05-04"
"000020904","1.00","2022-05-04"
"000020905","1.00","2022-05-04"
"000020906","1.00","2022-05-04"
"000020907","1.00","2022-05-04"
"000020908","2.00","2022-05-04"
"000020909","1.00","2022-05-04"
"000020911","1.00","2022-05-04"
"000020912","1.00","2022-05-04"
"000020913","1.00","2022-05-04"
"000020914","1.00","2022-05-04"
"000020915","1.00","2022-05-04"
"000020916","1.00","2022-05-04"
"000020918","1.00","2022-05-04"
"000020919","1.00","2022-05-04"
"000020920","1.00","2022-05-04"
"000020921","8.00","2022-05-04"
"000020922","1.00","2022-05-04"
"000020923","1.00","2022-05-04"
"000020924","1.00","2022-05-04"
"000020925","1.00","2022-05-04"
"000020926","3.00","2022-05-04"
"000020927","2.00","2022-05-04"
"000020928","1.00","2022-05-04"
"000020929","1.00","2022-05-05"
"000020930","1.00","2022-05-04"
