"PRCD_ID_PROCEDIMIENTO";"PRCD_V_CODPRO_MINSA";"PRCD_V_CODPROCEDIMIENTO";"PRCD_V_DESPROCEDIMIENTO";"PRCD_I_ESTADO";"PRCD_D_FECBAJA";"PRCD_V_CODSEG";"PRCD_V_CODGRU";"PRCD_V_CODSUB";"PRCD_V_DOCUMENTO";"PRCD_I_IDUSUARIOCREA";"PRCD_D_FECCREA";"PRCD_V_DOCUMENTOCREA";"PRCD_I_IDUSUARIOACT";"PRCD_D_FECACT";"PRCD_V_DOCUMENTOACT";"PRCD_B_FLAGREGISTROELIMINADO";"PRCD_C_CONDICION";"PRCD_V_TIPORESULTADO";"PRCD_V_CODPROCEDIMEQUIVALEN"
1243;"78330";"78330";"Gammagrafía con HIG (inmunoglobulinas-TEC99M)";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1244;"";"78329";"Gammagrafía con nanocoloides-TEC99M";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1245;"78500";"78500";"Gammagrafía de Espacio Vascular Cardiaco y/o Grandes Vasos";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1246;"78591";"78591";"Gammagrafía de Perfusión/Ventilación y Flebografía";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1247;"";"78030";"Gammagrafía de Tiroides planar y tomográfica con I-131";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1248;"";"78029";"Gammagrafía de Tiroides planar y tomográfica con TEC99M";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1249;"78031";"78031";"Gammagrafía de Tiroides y captación con TEC99M";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1250;"";"78502";"Gammagrafía de perfusión regional";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1251;"78701";"78701";"Gammagrafía renal con DMSA-TEC99M";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1252;"78700";"78700";"Gammagrafía renal con GHCA-TEC99M";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1253;"78711";"78711";"Gammagrafía renal con GHCA-TEC99M y tomografía";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1254;"82803";"82803";"Gases arteriales (AGA)";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1255;"43638";"43638";"Gastrectomía parcial (subtotal)";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1256;"43631";"43631";"Gastrectomía parcial distal con gastroduodenostomía o gastroyeyunostomía, incluye procedimiento de reconstrucción";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1257;"43620";"43620";"Gastrectomía total con esogafoenterostomía, y procedimiento de reconstrucción";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1258;"82941";"82941";"Gastrina";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1259;"43810";"43810";"Gastroduodenostomía";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1260;"43842";"43842";"Gastroplastía";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1261;"43840";"43840";"Gastrorrafia";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1262;"";"43841";"Gastrorrafia + parche de epiplon (Graham) por úlcera perforada";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1263;"43830";"43830";"Gastrostomía";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1264;"43831";"43831";"Gastrostomía neonatal para alimentación";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1265;"";"56346";"Gastrostomía por vía laparoscópica";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1266;"43500";"43500";"Gastrotomía con exploración c/s extirpación de cuerpo extraño y/o tumor benigno";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1267;"43501";"43501";"Gastrotomía con sutura de úlcera sangrante o laceración esofagogástrica preexistente (p. ej. Mallory Weiss)";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1268;"43820";"43820";"Gastroyeyunostomía";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1269;"80170";"80170";"Gentamicina";"0";"";"";"01";"19";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1270;"41820";"41820";"Gingiveptomìa excisión de encías cada cuadrante";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1271;"41150";"41150";"Glosectomía con resección del piso de la boca y resección mandibular";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1272;"41153";"41153";"Glosectomía con resección del piso de la boca, resección mandibular y disección del cuello suprahioideo";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1273;"41120";"41120";"Glosectomía parcial, menos de la mitad de la lengua";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1274;"41135";"41135";"Glosectomía, con disección radical de cuello";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1275;"82943";"82943";"Glucagon";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1276;"";"82947b";"Glucosa";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1277;"82955";"82955";"Glucosa 6 fosfato dehidrogenasa";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1278;"82947";"82947";"Glucosa Basal";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1279;"";".02.01.01.45.00";"Glucosa Post Prandial";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1280;"82951";"82951";"Glucosa, tolerancia oral a la";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1281;"92020";"92020";"Gonioscopia";"0";"";"";"03";"38";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1282;"65820";"65820";"Goniotomía";"0";"";"";"04";"45";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1283;"87207";"87207";"Gota gruesa";"0";"";"";"01";"12";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1284;"82710";"82710";"Grasas en heces (cualitativo)";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1285;"";"86899";"Grupo sanguíneo y factor Rh";"0";"";"";"01";"15";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1286;"86707";"86707";"HEPATITIS B: ANTI EPSILON";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1287;"87351";"87351";"HEPATITIS B: Ag EPSILON";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1288;"";"80059";"HEPATITIS B: MARCADORES COMPLETOS";"0";"";"";"01";"16";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1289;"83550";"83550";"HIERRO: CAPACIDAD DE FIJACION";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1290;"86701";"86701";"HIV-1, anticuerpos";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1291;"86702";"86702";"HIV-2, anticuerpos";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1292;"";".02.04.02.05.00";"HTLV I";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1293;"";".02.04.02.04.00";"HTLV I y II";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1294;"86689";"86689";"HTLV o HIV 1, anticuerpos, prueba de confirmación (Western Blot)";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1295;"86687";"86687";"HTLV-1";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1296;"83010";"83010";"Haptoglobina, dosaje";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1297;"85013";"85013";"Hematocrito";"0";"";"";"01";"10";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1298;"27125";"27125";"Hemiartroplastia de cadera";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1299;"28160";"28160";"Hemifalangectomía o excisión de articulación interfalángica de dedo del pie";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1300;"61543";"61543";"Hemisferiectomía parcial";"0";"";"";"04";"44";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1301;"61542";"61542";"Hemisferiectomía total";"0";"";"";"04";"44";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1302;"87040";"87040";"Hemocultivo y antibiograma";"0";"";"";"01";"12";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1303;"";"90950";"Hemodiafiltración";"0";"";"";"03";"3C";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1304;"90935";"90935";"Hemodiálisis";"0";"";"";"03";"3C";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1305;"90937";"90937";"Hemodiálisis  (2da sesión)";"0";"";"";"03";"3C";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1306;"90945";"90945";"Hemofiltración";"0";"";"";"03";"3C";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1307;"85018";"85018";"Hemoglobina";"0";"";"";"01";"10";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"N";""
1308;"83030";"83030";"Hemoglobina fetal";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1309;"83036";"83036";"Hemoglobina glucosilada";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1310;"83021";"83021";"Hemoglobina, fraccionamiento y análisis cuantitativo, cromatografía (p. Ej. A2, S, C o F)";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1311;"83020";"83020";"Hemoglobina, fraccionamiento y análisis cuantitativo, electroforesis (p. Ej. A2, S, C o F)";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1312;"85031";"85031";"Hemograma completo, 3ra. generación (Nº, Fórmula, Hb, Hto, Constantes corpusculares, Plaquetas)";"0";"";"";"01";"10";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"N";""
1313;"46221";"46221";"Hemorroidectomía";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1314;"83070";"83070";"Hemosiderina";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1315;"";".04.03.04.06.00";"Hemostasia alveolar";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1316;"47120";"47120";"Hepatectomía, resección parcial de hígado, lobectomía parcial";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1317;"47400";"47400";"Hepaticotomía o hepaticostomía c/exploración, drenaje o extracción de cálculo";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1318;"86708";"86708";"Hepatitis A, anticuerpos (HAAb) Ig G e Ig M";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1319;"86709";"86709";"Hepatitis A, anticuerpos (HAAb) Ig M";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1320;"86704";"86704";"Hepatitis B, anticuerpos (HBcAb) Ig G e Ig M";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1321;"86705";"86705";"Hepatitis B, anticuerpos (HBcAb) Ig M";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1322;"86706";"86706";"Hepatitis B, anticuerpos (HBsAb)";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1323;"87340";"87340";"Hepatitis B, detección de antígeno de superficie (HBs Ag)";"0";"";"";"01";"12";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1324;"86803";"86803";"Hepatitis C, anticuerpos";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1325;"47010";"47010";"Hepatotomía, para drenaje de absceso, quiste";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1326;"49590";"49590";"Hernioplastía de Spiegel";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1327;"49570";"49570";"Hernioplastía epigástrica";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1328;"49572";"49572";"Hernioplastía epigástrica incarcerada o estrangulada";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1329;"49495";"49495";"Hernioplastía inguinal o crural unilateral";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1330;"49496";"49496";"Hernioplastía inguinal o crural unilateral, incarcerada o estrangulada";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1331;"";"56316";"Hernioplastía inguinal por vía laparoscópica";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1332;"49580";"49580";"Hernioplastía umbilical";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1333;"49582";"49582";"Hernioplastía umbilical incarcelada o estrangulada";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1334;"86695";"86695";"Herpes simple 1, anticuerpos";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1335;"87274";"87274";"Herpes simple, detección de antígenos";"0";"";"";"01";"12";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1336;"83505";"83505";"Hidroxiprolina";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1337;"83540";"83540";"Hierro sérico, dosaje";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1338;"56700";"56700";"Himenectomía parcial";"0";"";"";"03";"35";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1339;"61548";"61548";"Hipofisectomía o excisión de tumor hipofisiario, abordaje transnasal o transeptal";"0";"";"";"04";"44";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1340;"58210";"58210";"Histerectomía abdominal radical con linfandenectomía pélvica total bilateral y biopsia de ganglios paraaórticos c/s anexectomía";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1341;"58180";"58180";"Histerectomía abdominal supracervical c/s anexectomía";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1342;"58150";"58150";"Histerectomía abdominal total c/s anexectomía";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1343;"58200";"58200";"Histerectomía abdominal total, incluyendo vaginectomía y biopsia ganglionar c/s anexectomía";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1344;"58260";"58260";"Histerectomía vaginal";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1345;"56308";"56308";"Histerectomía vaginal asistida por laparoscopia";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1346;"58262";"58262";"Histerectomía vaginal con anexectomía";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1347;"58275";"58275";"Histerectomía vaginal con colpectomía parcial o total";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1348;"58285";"58285";"Histerectomía vaginal radical";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1349;"";"59860";"Histerometría";"0";"";"";"03";"35";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1350;"";".05.01.11.08.00";"Histerometría";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1351;"58540";"58540";"Histeroplastía";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1352;"59350";"59350";"Histerorrafia por ruptura uterina";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1353;"74740";"74740";"Histerosalpingografía (4 placas)";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1354;"56350";"56350";"Histeroscopia diagnóstica";"0";"";"";"03";"35";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1355;"56351";"56351";"Histeroscopia quirúrgica con lisis de adherencias intrauterinas, división de tabique intrauterino, extirpación de tumores, ablación endometrial, toma de muestra";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1356;"76831";"76831";"Histerosonografía";"0";"";"";"02";"20";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1357;"59100";"59100";"Histerotomía abdominal";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1358;"86698";"86698";"Histoplasma, anticuerpos";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1359;"73030";"73030";"Hombro (2 placas)";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1360;"84703";"84703";"Hormona Gonadotropina coriónica cualitativa";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1361;"84702";"84702";"Hormona Gonadotropina coriónica cuantitativa";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1362;"83003";"83003";"Hormona de crecimiento basal";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1363;"70160";"70160";"Huesos nasales (2 placas)";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1364;"73060";"73060";"Húmero (2 placas)";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1365;"86921";"86921";"IDENTIFICACION AC.IRREGULARES";"0";"";"";"01";"15";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1366;"86319";"86319";"INMUNOFIJACION";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1367;"83521";"83521";"INMUNOHISTOQUIMICA POR MARCADOR";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1368;"87180";"87180";"INVESTIGACION DE STRONGILOIDES";"0";"";"";"01";"12";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1369;"86922";"86922";"IRRADIACION DE COMPONENTES";"0";"";"";"03";"15";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1370;"82785";"82785";"Ig E";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1371;"";".02.04.03.02.00";"Ig G";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1372;"";".02.04.03.03.00";"Ig M";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1373;"";".03.01.05.10.00";"Ileocecal";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1374;"39545";"39545";"Imbricación de diafragma por eventración";"0";"";"";"04";"4B";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1375;"69930";"69930";"Implantación de dispositivo coclear";"0";"";"";"04";"46";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1376;"69710";"69710";"Implantación o reemplazo de dispositivo de audición de conducción ósea";"0";"";"";"04";"46";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1377;"63650";"63650";"Implantación percutánea de electrodos espinales";"0";"";"";"03";"3A";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1378;"67550";"67550";"Implante orbitario";"0";"";"";"04";"45";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1379;"66986";"66986";"Implante secundario de lente intraocular";"0";"";"";"04";"45";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1380;"62360";"62360";"Implante, reemplazo o remoción de reservorio o bomba subcutánea para infusión intratecal o epidural";"0";"";"";"04";"44";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1381;"64550";"64550";"Implante, revisión o remoción de electrodos de nervios periféricos";"0";"";"";"03";"3A";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1382;"62350";"62350";"Implante, revisión, reposicionamiento o remoción de catéter intratecal o epidural";"0";"";"";"04";"44";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1383;"75552";"75552";"Imágenes cardíacas por Resonancia magnética";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1384;"78230";"78230";"Imágenes de glándulas salivales";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1385;"78290";"78290";"Imágenes de intestino";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1386;"78195";"78195";"Imágenes de linfáticos y ganglios linfáticos";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1387;"78261";"78261";"Imágenes de mucosa gástrica";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1388;"78102";"78102";"Imágenes de médula ósea";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1389;"78278";"78278";"Imágenes de pérdida gastrointestinal de sangre";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1390;"78185";"78185";"Imágenes del bazo";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1391;"78205";"78205";"Imágenes del hígado (SPECT)";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1392;"78215";"78215";"Imágenes del hígado y bazo";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1393;"78223";"78223";"Imágenes del sistema de conductos hepatobiliares, incluyendo vesícula biliar";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1394;"78006";"78006";"Imágenes del tiroides";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1395;"78201";"78201";"Imágenes hepáticas";"0";"";"";"02";"22";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1396;"";"IN001";"Inactivación con Inómero";"0";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
1397;"46083";"46083";"Incisión de hemorroide trombosada";"0";"";"";"03";"34";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1398;"26034";"26034";"Incisión de hueso cortical de mano o dedo";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1399;"26992";"26992";"Incisión de hueso cortical de pelvis y/o articulación de la cadera";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1400;"28005";"28005";"Incisión de hueso cortical de pie";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1401;"26055";"26055";"Incisión de vaina tendinosa (p. ej. para dedo ""en gatillo"")";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1402;"25000";"25000";"Incisión de vaina tendinosa del extensor, muñeca (p. ej. enfermedad de Quervain)";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1403;"41015";"41015";"Incisión extraoral y drenaje de absceso, quiste o hematoma del piso de la boca";"0";"";"";"03";"34";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1404;"42700";"42700";"Incisión y drenaje de absceso paratonsilar";"0";"";"";"03";"34";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1405;"46050";"46050";"Incisión y drenaje de absceso perianal";"0";"";"";"03";"34";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1406;"56405";"56405";"Incisión y drenaje de absceso perineal o vulvar";"0";"";"";"03";"35";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
1407;"23030";"23030";"Incisión y drenaje de absceso profundo o hematoma";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
