"626";"31785";"Excisión de tumor traqueal o carcinoma cervical";"0";"500.31"
"627";"31800";"Sutura de herida o lesión traqueal";"273.49";"273.64"
"628";"31820";"Cierre quirúrgico de Traqueostomía o fístula";"0";"269.05"
"629";"31830";"Revisión de cicatriz de Traqueostomía (en sala de operaciones)";"205.97";"206.08"
"630";"32005";"Pleurodesis";"30.8";"30.84"
"631";"32035";"Toracostomía, para drenaje de empiema";"30.8";"30.84"
"632";"32095";"Toracotomía, limitada, para biopsia pulmonar o pleural";"75.4";"77.8"
"633";"32200";"Neumonostomía para drenaje a cielo abierto de absceso o quiste";"385.44";"385.86"
"634";"32201";"Neumonostomía con drenaje percutáneo de absceso o quiste";"385.44";"385.86"
"635";"32220";"Decorticación pulmonar total";"392.31";"392.87"
"636";"32225";"Decorticación pulmonar parcial";"385.44";"385.86"
"637";"32310";"Pleurectomía parietal";"452.79";"453.21"
"638";"32320";"Decorticación y Pleurectomía parietal";"492.65";"493.21"
"639";"32400";"Biopsia de pleura percutánea";"21.3";"21.42"
"640";"32405";"Biopsia, pulmón o mediastino, aguja percutánea";"42.58";"43.84"
"641";"32420";"Neumocentesis";"53.98";"56.74"
"642";"32421";"Toracocentesis";"30.14";"30.16"
"643";"32440";"Neumonectomía";"0";"383.34"
"644";"32442";"Neumonectomía total con resección de segmento de tráquea";"0";"410"
"645";"32480";"Lobectomía";"385.44";"385.86"
"646";"32482";"Bilobectomía pulmonar";"385.44";"385.86"
"647";"32484";"Segmentectomía pulmonar";"392.31";"392.87"
"648";"32540";"Enucleación extrapleural de empiema (empiemectomía)";"397.44";"397.72"
"649";"32551";"Tubo de toracostomía cerrada, incluye sello de agua";"30.8";"30.84"
"650";"32601";"Toracoscopía diagnóstica";"77.97";"78.54"
"651";"32650";"Pleurodesis por toracoscopía, cualquier método o toracoscopía quirúrgica";"161.63";"162.52"
"652";"32800";"Cura quirúrgica de hernia pulmonar a través de la pared torácica";"349.83";"349.98"
"653";"32810";"Reconstrucción de pared torácica";"397.44";"397.72"
"654";"32815";"Cierre de fístula bronquial";"0";"383.34"
"655";"32900";"Resección de costillas, extrapleural, todos los estadíos";"349.83";"349.98"
"656";"32905";"Toracoplastía, tipo Schede o extrapleural (todos los estadíos)";"397.44";"397.72"
"657";"32960";"Neumotórax, terapéutico, inyección intrapleural de aire";"30.38";"30.41"
"658";"33010";"Pericardiocentesis";"30.62";"30.66"
"659";"33015";"Pericardiostomía";"275.31";"275.5"
"660";"33020";"Pericardiotomía para extirpación de coágulo o cuerpo extraño";"299.45";"299.73"
"661";"33025";"Creación de ventana pericárdica";"291.71";"291.99"
"662";"33030";"Pericardiectomía parcial o completa";"323.59";"323.96"
"663";"33050";"Excisión de tumor intracardíaco, resección con derivación cardiopulmonar";"445.05";"445.47"
"664";"33120";"";"0";"493.47"
"665";"33130";"Resección de tumor cardíaco externo";"381.35";"382.08"
"666";"33200";"Inserción de marcapaso permanente con electrodos epicárdicos";"207.49";"207.54"
"667";"33210";"Inserción o reemplazo de electrodo cardíaco o catéter marcapasos provisional";"207.49";"207.54"
"668";"33250";"Ablación quirúrgica de foco o vía arritmogénica supraventricular";"240.6";"240.81"
"669";"33300";"Corrección de lesión cardíaca";"384.3";"384.69"
"670";"33305";"Corrección de lesión cardíaca con derivación cardiopulmonar";"0";"548.97"
"671";"33310";"Cardiotomía, exploradora (incluye extirpación de cuerpo extraño)";"397.44";"397.72"
"672";"33320";"Reparación de los grandes vasos intratorácicos sin derivación cardio-pulmonar";"0";"493.47"
"673";"33321";"Reparación de los grandes vasos intratorácicos con derivación cardio-pulmonar";"0";"565.96"
"674";"33330";"Inserción de injerto, aorta o grandes vasos";"0";"397.67"
"675";"33400";"Valvuloplastía aórtica";"393.07";"393.07"
"676";"33404";"Construcción de un conducto apical aórtico";"0";"498.01"
"677";"33405";"Reemplazo de válvula aórtica con válvula protésica";"481.19";"481.19"
"678";"33414";"Corrección de obstrucción de la vía de flujo de salida de ventrículo izquierdo";"0";"548.97"
"679";"33415";"Resección o incisión de tejido subvalvular por estenosis aórtica subvalvular discreta";"0";"548.97"
"680";"33416";"Ventriculomiotomía/miectomía por estenosis subaórtica hipertrófica";"0";"543.3"
"681";"33417";"Aortoplastía (placa) por estenosis supravalvular";"0";"543.3"
"682";"33420";"Valvotomía, válvula mitral a corazón cerrado";"0";"393.33"
"683";"33422";"Valvotomía mitral a corazón abierto, con derivación cardiopulmonar";"0";"443.64"
"684";"33425";"Valvuloplastía mitral";"304.95";"304.95"
"685";"33430";"Reemplazo de válvula mitral";"393.07";"393.07"
"686";"33460";"Valvectomía tricuspídea";"304.95";"304.95"
"687";"33463";"Valvuloplastía tricuspídea";"304.95";"304.95"
"688";"33465";"Reemplazo de válvula tricúspide";"393.07";"393.07"
"689";"33468";"Reposicionamiento y pliegue de la válvula tricuspide por enfermedad de Ebstein";"393.07";"393.07"
"690";"33470";"Valvotomía pulmonar a corazón cerrado";"153.35";"153.35"
"691";"33472";"Valvotomía pulmonar a corazón abierto";"304.95";"304.95"
"692";"33475";"Reemplazo de válvula pulmonar";"304.95";"304.95"
"693";"33478";"Aumento de la vía de flujo de salida (placa), con o sin comisurotomía o resección infundibular";"0";"443.64"
"694";"33500";"Corrección de fístula arteriovenosa coronaria o de fístula de arteria con cámara cardíaca con derivación cardiopulmonar";"0";"443.64"
"695";"33502";"Corrección de anormalidades de la arteria coronaria mediante ligadura";"0";"384.04"
"696";"33504";"Corrección de anormalidades de la arteria coronaria mediante injerto, con derivación cardiopulmonar";"0";"493.47"
"697";"33510";"Derivación de arteria coronaria, vena solamente, de 1 a 3 injertos";"0";"384.04"
"698";"33513";"Derivación de arteria coronaria, vena solamente, de 4 a más injertos";"0";"407.9"
"699";"33542";"Resección miocárdica";"0";"599.94"
"700";"33545";"Corrección de defecto del tabique ventricular post-infarto";"0";"599.94"
"701";"33572";"Endarterectomía coronaria, abierta de arterias coronarias izquierda anterior descendente, circunfleja o derecha";"0";"443.64"
"702";"33600";"Cierre de válvula auriculoventricular (mitral o tricúspide) mediante sutura o parche";"0";"501.21"
"703";"33641";"Corrección de defecto del tabique auricular, tipo secundum, con derivación cardiopulmonar, con o sin cierre con parche";"0";"443.64"
"704";"33735";"Septectomía o Septostomía Auricular corazón cerrado (procedimiento de Blalock-Hanlon)";"0";"374.94"
"705";"33736";"Septectomía o Septostomía Auricular corazón abierto con derivación cardiopulmonar";"0";"384.04"
"706";"33750";"Cortocircuito shunt de arteria subclavia a arteria pulmonar (operación de Blalock-Taussig)";"0";"443.64"
"707";"33786";"Corrección total, tronco arterioso (operación de Rastelli)";"0";"501.21"
"708";"33788";"Reimplantación de arteria pulmonar anómala";"0";"493.47"
"709";"33924";"Ligadura y desmontado de cortocircuito sistémico hacia la arteria pulmonar";"0";"493.47"
"710";"33977";"Remoción de dispositivo de asistencia ventricular";"0";"401.55"
"711";"34001";"Embolectomía o trombectomía, en arteria periférica";"0";"268.46"
"712";"34151";"Embolectomía o trombectomía, con o sin catéter, de la arteria renal, celíaca, mesentérica, aortoilíaca, mediante incisión abdominal";"0";"374.46"
"713";"34401";"Trombectomía, directa o con catéter, de las venas cava o iliaca mediante incisión abdominal";"0";"259.39"
"714";"34501";"Valvuloplastía, vena femoral";"0";"277.84"
"715";"34502";"Reconstrucción de vena cava, cualquier método";"0";"393.81"
"716";"34510";"Transposición de válvula venosa, cualquier vena donante";"0";"296.02"
"717";"34530";"Anastomosis venosa safenopoplítea";"214.97";"215.69"
"718";"35001";"Cura quirúrgica de aneurismas, falso aneurisma o excisión e inserción de injerto en cuello, brazo o pierna";"0";"384.04"
"719";"35021";"Cura quirúrgica de aneurismas, falso aneurisma o excisión e inserción de injerto mediante incisión torácica";"0";"374.94"
"720";"35081";"Cura quirúrgica de aneurismas, falso aneurisma de aorta abdominal y/o vasos viscerales e ilíacos";"0";"384.04"
"721";"35180";"Corrección, fístula arteriovenosa congénita cabeza y cuello";"385.44";"385.86"
"722";"35182";"Reparación de fístula arteriovenosa congénita en tórax y abdomen";"385.44";"385.86"
"723";"35184";"Reparación de fístula arteriovenosa congénita en extremidades";"281.46";"281.75"
"724";"35201";"Sutura o anastomosis directa de vaso sanguíneo periférico";"281.46";"281.75"
"725";"35211";"Sutura o anastomosis directa de vaso sanguíneo intratorácico o intraabdominal";"0";"443.64"
"726";"35231";"Corrección de vaso sanguíneo periférco con injerto";"288.33";"288.75"
"727";"35241";"Corrección de vaso sanguíneo intratorácico o intraabdominal con injerto";"0";"443.64"
"728";"35301";"Tromboendarterectomía, con o sin injerto, de arterias periféricas";"0";"286.93"
"729";"35331";"Tromboendarterectomía, con o sin injerto, de arteria aorta abdominal y sus ramas";"0";"501.21"
"730";"35450";"Angioplastía con balón transluminal abierta";"0";"399.83"
"731";"35470";"Angioplastía con balón transluminal percutánea";"0";"380.5"
"732";"35480";"Aterectomía periférica transluminal, abierta";"0";"283.85"
"733";"35490";"Aterectomía periférica transluminal, percutánea";"0";"283.85"
"734";"35526";"By pass (aorto-coronario) aorto-subclavia o carótida";"445.05";"445.47"
"735";"35531";"By-pass Aorto-visceral (renal, mesentérico o similares)";"399.19";"399.87"
"736";"35541";"By-pass Aorto - iliaco o bi-iliaco";"303.81";"304"
"737";"35546";"By-pass Aorto-femoral o bifemoral";"303.81";"304"
"738";"35556";"Otras derivaciones (fémoro-femoral, axilo-humeral, carótido-subclavio, axilo-axilar, femoral - poplíteo o similares)";"420.16";"420.88"
"739";"35691";"Transposición y/o reimplante de arteria a arteria";"288.33";"288.75"
"740";"35700";"Exploración vascular, reoperación, corrección o retiro de injerto vascular, arteria femoral-poplítea o femoral (poplítea)-tibial anterior, tibial posterior, peronea, u otros vasos distales";"173.18";"173.79"
"741";"36416";"COLECCIÓN DE SANGRE CAPILAR (P.EJ. DEDO, TALÓN U OREJA)";"1.06";"1.06"
"742";"36430";"Transfusión de sangre o componentes sanguíneos";"58.78";"58.79"
"743";"36450";"Exsanguinotranfusión, neonato";"61.42";"62.13"
"744";"36460";"Transfusión intrauterina";"59.88";"60.5"
"745";"36470";"Inyección de solución esclerosante una sola vena";"51.75";"58.54"
"746";"36481";"Cateterización percutánea de vena porta mediante cualquier método";"51.75";"58.54"
"747";"36488";"Colocación percutánea de catéter venoso central (subclavia, yugular, u otra vena) en menor de 2 años de edad";"51.58";"53.88"
"748";"36489";"Colocación percutánea de catéter venoso central (subclavia, yugular u otra vena), mayor de 2 años de edad";"51.62";"53.88"
"749";"36500";"Cateterismo venoso para toma selectiva de muestras de sangre de distintos órganos";"51.05";"51.27"
"750";"36510";"Cateterización de vena umbilical en RN";"51.05";"51.27"
"751";"36513";"Aféresis terapéutica, para plaquetas";"812";"812"
"752";"36520";"Aféresis terapéutica (intercambio de plasma y/o de células)";"25.01";"25.76"
"753";"36557";"Colocación de Catéter venoso central CVC";"50.87";"54.75"
"754";"36600";"Punción arterial, extracción de sangre para diagnóstico";"9.22";"9.23"
"755";"36620";"Cateterismo o canulación arterial (toma de muestra, monitorización o transfusión)";"10.29";"10.29"
"756";"36660";"Cateterismo de arteria umbilical, recién nacido";"51.49";"51.54"
"757";"36821";"Anastomosis arteriovenosa abierta directa, cualquier sitio (ejm. procedimiento de Cimino)";"111.5";"111.93"
"758";"36825";"Creación de fístula arteriovenosa que no sea por anastomosis arteriovenosa directa";"141.9";"142.45"
"759";"36831";"Trombectomía, fístula arteriovenosa sin revisión, injerto autólogo o no autólogo para diálisis";"158.11";"158.48"
"760";"36834";"Corrección plástica de aneurisma arteriovenoso";"304.53";"305.08"
"761";"37140";"Anastomosis porto-cava u otras porto-sistémicas";"385.44";"385.86"
"762";"37160";"Anastomosis venosas intraabdominales";"490.48";"491.03"
"763";"37210";"Embolización de arteria uterina: Oclusión o embolización transcatéter";"376.34";"401.95"
"764";"37600";"Ligadura de arteria carótida";"323.59";"323.96"
"765";"37617";"Ligadura arteria grande - abdomen";"405.18";"405.46"
"766";"37620";"Interrupción, parcial o completa, de vena cava inferior por sutura, ligadura, pliegue, grapa, extravascular, intravascular";"405.18";"405.46"
"767";"37720";"Ligadura, división y denudación completa de vena safena larga o corta";"199.87";"200.25"
"768";"37785";"Ligadura, división y excisión de venas varicosas recurrentes o secundarias en piernas";"199.87";"200.25"
"769";"38100";"Esplenectomía total";"0";"374.46"
"770";"38101";"Esplenectomía parcial";"0";"360.24"
"771";"38115";"Reparación de rotura de bazo (Esplenorrafía) con o sin Esplenectomía parcial";"0";"360.24"
"772";"38120";"Esplenectomía por vía laparoscópica";"0";"451.86"
"773";"38150";"Injerto autólogo de tejido  esplénico";"0";"343.7"
"774";"38220";"Aspirado de médula ósea";"18.61";"18.63"
"775";"38221";"Biopsia de médula ósea";"20.98";"21.08"
"776";"38300";"Drenaje de absceso de ganglio linfático o de linfadenitis simple";"21.35";"21.39"
"777";"38305";"Drenaje de absceso de ganglio linfático o de linfadenitis extensa";"40.28";"40.33"
"778";"38380";"Sutura y/o ligadura de conducto torácico por abordaje cervical";"380.87";"380.96"
"779";"38500";"Biopsia o excisión de nódulo linfático";"24.03";"24.28"
"780";"38505";"Biopsia de nódulo linfático por aspiración";"24.03";"24.28"
"781";"38550";"Excisión de higroma quístico, axilar o cervical";"57.39";"57.48"
"782";"38562";"Linfadenectomía conservadora para clasificación de la etapa del cáncer pélvica y paraaórtica";"0";"351.44"
"783";"38571";"Linfadenectomía pélvica bilateral total por laparoscopía";"0";"407.31"
"784";"38700";"Linfadenectomía suprahioidea";"0";"376.78"
"785";"38720";"Linfadenectomía cervical (completa)";"0";"401.07"
"786";"38740";"Linfadenectomía axilar";"0";"393.33"
"787";"38746";"Linfadenectomía torácica, regional, incluyendo ganglios mediastínicos y peritraqueales";"0";"401.07"
"788";"38747";"Linfadenectomía abdominal, regional, incluyendo ganglios celíacos, gástricos, portales, peripancreáticos";"0";"393.33"
"789";"38760";"Linfadenectomía inguinofemoral, superficial, incluyendo ganglio de Cloquet";"0";"277.35"
"790";"38770";"Linfadenectomía pélvica, incluyendo ganglios ilíacos externos, hipogástricos y obturadores";"0";"393.33"
"791";"38780";"Linfadenectomía retroperitoneal transabdominal, amplia, incluyendo ganglios pélvicos, aórticos y renales";"0";"393.33"
"792";"39200";"Excisión de quiste, tumor mediastínico";"0";"418.14"
"793";"39400";"Mediastinoscopía, con o sin biopsia";"0";"327.16"
"794";"39501";"Corrección de laceración diafragmática";"357.57";"357.72"
"795";"39502";"Corrección de hernia hiatal paraesofágica sin procedimiento antireflujo";"397.44";"397.72"
"796";"39503";"Corrección de hernia diafragmática neonatal, con o sin inserción de sonda torácica, con o sin creación de hernia ventral";"0";"425.88"
"797";"39520";"Corrección de hernia diafragmática (hiatal esofágica) sin procedimiento antireflujo";"0";"393.33"
"798";"39545";"Imbricación de diafragma por eventración";"357.57";"357.72"
"799";"40490";"Biopsia de labio";"21.11";"21.24"
"800";"40500";"Bermellonectomía (afeitado labial), con avance de mucosa plastía / reconstrucción de labio";"43.31";"44.85"
"801";"40530";"Resección de labio, más de un cuarto, sin reconstrucción";"357.57";"357.72"
"802";"40700";"Cirugía correctiva de fisura labial";"0";"310.54"
"803";"40702";"Corrección plástica primaria bilateral, de labio hendido o deformidad nasal, uno de dos pasos - Cirugía Plástica";"0";"216.27"
"804";"40800";"Drenaje de absceso, quiste, hematoma, extirpación de cuerpo extraño de vestíbulo de la boca, sin complicaciones";"21.35";"21.39"
"805";"40806";"Incisión del frenillo labial (Frenotomía)";"84.32";"84.56"
"806";"40810";"Excisión de lesión de mucosa y submucosa de vestíbulo de la boca";"79.74";"79.89"
"807";"40820";"Destrucción de lesión o cicatriz del vestíbulo de la boca mediante métodos físicos (ejm. Láser, térmicos, criométodos, químicos)";"205.74";"205.89"
"808";"40830";"Rafía de lesiones intraorales, piso de la boca y lengua";"130.58";"130.86"
"809";"40840";"Vestibuloplastía [anterior, posterior (uni o bilateral), de todo el arco]";"389.31";"389.55"
"810";"41015";"Incisión extraoral para drenaje de absceso, quiste o hematoma espacio sublingual, submentoniano, submandibular";"123.92";"123.98"
"811";"41100";"Biopsia de lengua, piso de la boca";"21.3";"21.42"
"812";"41120";"Glosectomía menos de la mitad de la lengua";"397.44";"397.72"
"813";"41135";"Glosectomía parcial, con disección radical unilateral del cuello";"0";"492.57"
"814";"41150";"Glosectomía compuesta con resección del piso de la boca y resección mandibular, sin disección radical del cuello";"0";"492.57"
"815";"41153";"Glosectomía compuesta con resección del piso de la boca, con disección del cuello suprahioidea";"0";"492.57"
"816";"41155";"Glosectomía compuesta con resección del piso de la boca, resección mandibular, y disección radical del cuello (tipo Comando)";"0";"392.23"
"817";"41800";"Drenaje de absceso, quiste, hematoma de las estructuras dentoalveolares";"115.82";"115.88"
"818";"41801";"Biopsia y exámenes de tejidos orales duros";"21.3";"21.42"
"819";"41820";"Gingivectomía, excisión de encía, cada cuadrante";"70.83";"70.96"
"820";"41821";"Operculectomía, excisión de tejidos pericoronales";"74.52";"74.66"
"821";"41822";"Excisión de tuberosidades, lesiones o tumor de estructuras dentoalveolares";"247.67";"247.78"
"822";"41828";"Excisión de mucosa alveolar hiperplásica";"114.95";"114.98"
"823";"41830";"Alveolectomía, incluyendo legrado de osteítis o secuestrectomía";"199.15";"199.18"
"824";"41874";"Alveoloplastía";"200.02";"200.06"
"825";"42000";"Drenaje de absceso de paladar, úvula";"51.11";"51.16"
"826";"42100";"Biopsia de paladar, úvula";"42.67";"42.8"
"827";"42104";"Excisión de lesión de úvula";"261.98";"262.17"
"828";"42120";"Resección de paladar o resección amplia de lesión";"0";"363.28"
"829";"42140";"Uvulectomía, excisión de la úvula";"327.66";"327.73"
"830";"42145";"Palatofaringoplastía (ejm. úvulopalatofaringoplastia, úvulofaringoplastia)";"0";"384.52"
"831";"42180";"Corrección de laceración de paladar";"43.31";"44.85"
"832";"42200";"Cirugía correctiva de paladar hendido";"0";"376.25"
"833";"42226";"Alargamiento de paladar y colgajo faríngeo";"0";"376.25"
"834";"42260";"Corrección de fístula nasolabial - Cirugía Plástica";"48.68";"50.51"
"835";"42300";"Drenaje de absceso de glándula salival";"21.75";"21.75"
"836";"42325";"Fistulización de quiste salival sublingual";"37.44";"39.27"
"837";"42330";"Sialitotomía submaxilar, sublingual, parotídea";"176.25";"176.49"
"838";"42400";"Biopsia de glándula salival aguja";"33.86";"33.93"
"839";"42408";"Excisión de quiste salival sublingual (ránula)";"299.45";"299.73"
"840";"42409";"Marsupialización de quiste salival sublingual (ránula)";"287.38";"287.62"
"841";"42410";"Excisión de tumor o de glándula parótida lóbulo lateral";"452.79";"453.21"
"842";"42420";"Excisión total de glándula parótida";"375.13";"375.35"
"843";"42426";"Excisión total de parótida con disección radical unilateral del cuello";"0";"392.23"
"844";"42440";"Excisión de glándula submandibular (submaxilar)";"445.05";"445.47"
"845";"42450";"Excisión de glándula sublingual";"373.63";"373.85"
"846";"42500";"Corrección plástica de conducto salival, sialodocoplastía";"0";"277.35"
"847";"42600";"Cierre de fístula salival";"195.02";"195.23"
"848";"42650";"Dilatación y/o cateterismo de conducto salival";"24.05";"24.08"
"849";"42665";"Ligadura de conducto salival";"142.91";"143.06"
"850";"42700";"Incisión y drenaje de absceso periamigdalino, retrofaríngeo o parafaríngeo";"19.93";"19.97"
"851";"42800";"Biopsia orofaringe, hipofaringe, nasofaringe";"21.3";"21.42"
"852";"42808";"Excisión o destrucción de lesión de faringe, cualquier método";"239.17";"239.3"
"853";"42809";"Extirpación de cuerpo extraño de faringe";"21.35";"21.39"
"854";"42810";"Excisión de quiste o vestigio de hendidura braquial";"275.31";"275.5"
"855";"42820";"Amigdalectomía y adenoidectomía";"216.73";"216.9"
"856";"42830";"Adenoidectomía";"262.92";"263.07"
"857";"42860";"Excisión de formaciones poliposas amigdalianas";"204.68";"204.8"
"858";"42890";"Faringuectomía conservadora";"0";"374.46"
"859";"42950";"Faringoplastía";"376.28";"376.52"
"860";"42953";"Corrección faringoesofágica";"0";"418.14"
"861";"42955";"Faringostomía";"378.57";"378.85"
"862";"42956";"Control de hemorragia orofaríngea, primaria o secundaria";"6.5";"6.53"
"863";"43020";"Esofagotomía, abordaje cervical, con extirpación de cuerpo extraño";"289.44";"289.63"
"864";"43030";"Miotomía cricofaríngea";"267.57";"267.76"
"865";"43045";"Esofagotomía, abordaje torácico, con extirpación de cuerpo extraño";"380.86";"381.19"
"866";"43107";"Esofagectomía total o casi total, con faringogastrostomía o esofagogastrostomía cervical";"0";"392.23"
"867";"43108";"Esofagectomía total o casi total, con interposición del cólon o reconstrucción del intestino delgado";"0";"392.23"
"868";"43116";"Esofagectomía parcial, cervical, con injerto intestinal libre";"0";"383.34"
"869";"43130";"Diverticulectomía de hipofaringe o esófago, con o sin miotomía";"0";"393.33"
"870";"43204";"Escleroterapia de várices esofágicas con esofagoscopía";"48.9";"49.14"
"871";"43205";"Esofagoscopía con ligadura de varices esofágicas";"48.9";"49.14"
"872";"43234";"Esofagogastroduodenofibroscopía diagnóstica con biopsia y/o cepillado, con o sin videocámara";"55.11";"55.53"
"873";"43235";"Endoscopía gastrointestinal alta";"50.38";"50.62"
"874";"43239";"Biopsia de lesión de estómago";"50.38";"50.62"
"875";"43259";"Endoscopía gastrointestinal alta con ultrasonografía endoscópica";"208.93";"208.99"
"876";"43260";"Colangiopancreatografía endoscópica retrógrada (CPRE) diagnóstica o terapéutica";"222.81";"223.21"
"877";"43280";"Fundoplastía esofagogástrica (ej. procedimientos de Nissen, Toupet) por laparoscopía";"384.72";"384.99"
"878";"43300";"Esofagoplastía, abordaje cervical";"376.28";"376.52"
"879";"43310";"Esofagoplastía, abordaje torácico";"382.01";"382.36"
"880";"43320";"Esofagogastrostomía";"405.18";"405.46"
"881";"43324";"Fundoplastía esofagogástrica (ej. procedimientos de Nissen, Belsey IV, Hill)";"0";"374.46"
"882";"43330";"Esofagomiotomía (tipo HelIer) abordaje abdominal";"413.31";"413.64"
"883";"43340";"Esofagoyeyunostomía";"378.57";"378.85"
"884";"43350";"Esofagostomía, fistulización de esófago";"378.57";"378.85"
"885";"43361";"Reconstrucción gastrointestinal con interposición del cólon o reconstrucción del intestino delgado";"0";"386.3"
"886";"43400";"Ligadura de várices esofágicas con fibroscopio con o sin videocámara";"78.31";"79.21"
"887";"43401";"Transección de esófago con corrección, por várices esofágicas";"378.57";"378.85"
"888";"43405";"Ligadura o engrapado de la unión gastroesofágica por perforación esofágica preexistente";"397.44";"397.72"
"889";"43410";"Sutura de herida o lesión esofágica por abordaje cervical";"349.83";"349.98"
"890";"43415";"Sutura de herida o lesión esofágica, por abordaje transtorácico o abdominal";"375.13";"375.35"
"891";"43420";"Cierre de esofagostomía o fístula";"376.28";"376.52"
"892";"43450";"Dilatación de esófago";"82.9";"83.14"
"893";"43460";"Taponamiento esofagogástrico con balón (tipo Sengstaken)";"120.61";"120.66"
"894";"43500";"Gastrotomía con exploración o extirpación de cuerpo extraño";"267.57";"267.76"
"895";"43501";"Gastrotomía con corrección por sutura de úlcera sangrante";"373.44";"373.63"
"896";"43520";"Piloromiotomía, corte de músculo pilórico (procedimiento de Fredet-Ramstedt)";"333.77";"333.85"
"897";"43605";"Biopsia de estómago por laparotomía";"204.06";"204.14"
"898";"43620";"Gastrectomía total";"0";"492.57"
"899";"43631";"Gastrectomía parcial distal";"460.92";"461.38"
"900";"43635";"Vagotomía realizada junto con gastrectomía distal parcial";"428.98";"429.33"
"901";"43638";"Gastrectomía, parcial, proximal, abordajes torácico o abdominal, incluyendo esofagogastrostomía, con vagotomía";"0";"467.23"
"902";"43640";"Vagotomía incluyendo piloroplastía, con o sin gastrostomía";"405.18";"405.46"
"903";"43641";"Vagotomía incluyendo piloroplastía, con o sin gastrostomía de células parietales (altamente selectiva)";"405.18";"405.46"
"904";"43651";"Vagotomía troncular por laparoscopía";"386.22";"386.42"
"905";"43652";"Vagotomía selectiva o ultraselectiva por laparoscopía";"394.59";"394.81"
"906";"43653";"Gastrostomía por laparoscopía";"411.33";"411.6"
"907";"43750";"Colocación percutánea de tubo de gastrostomía";"209.07";"209.22"
"908";"43800";"Piloroplastía";"357.57";"357.72"
"909";"43810";"Gastroduodenostomía";"349.83";"349.98"
"910";"43820";"Gastroyeyunostomía con o sin vagotomía";"373.44";"373.63"
"911";"43830";"Gastrostomía, abierta sin construcción de tubo gástrico";"263.24";"263.39"
"912";"43831";"Gastrostomía neonatal abierta para alimentación";"345.67";"345.78"
"913";"43840";"Gastrorrafia, sutura de úlcera, herida o lesión duodenal o gástrica perforada";"333.96";"334.07"
"914";"43841";"Gastrorrafia y parche de epiplon (Graham) por úlcera perforada";"349.83";"349.98"
"915";"43842";"Procedimiento gástrico restrictivo por obesidad mórbida, sin derivación (by pass) gástrica Gastroplastía vertical";"373.63";"373.85"
"916";"43850";"Revisión de anastomosis gastroduodenal (gastroduodenostomía) con reconstrucción";"341.7";"341.81"
"917";"43870";"Cierre quirúrgico de gastrostomía";"275.31";"275.5"
"918";"43880";"Cierre de fístula gastrocólica";"357.57";"357.72"
"919";"44005";"Enterolisis (liberación de adherencias intestinales)";"228.24";"228.39"
"920";"44010";"Duodenotomía";"349.83";"349.98"
"921";"44011";"Diverticulización duodenal";"445.05";"445.47"
"922";"44015";"Enterostomías";"232.82";"232.97"
"923";"44020";"Enterotomía, intestino diferente a duodeno";"373.44";"373.63"
"924";"44025";"Colotomía";"373.44";"373.63"
"925";"44050";"Reducción de vólvulo, intususcepción, hernia interna, mediante laparotomía";"377.85";"378.03"
"926";"44055";"Corrección de malrotación mediante lisis de bandas duodenales y/o reducción de vólvulo de intestino medio por vía laparoscópica";"0";"372.45"
"927";"44120";"Enterectomía, resección del intestino delgado";"0";"239.26"
"928";"44130";"Enteroenterostomía, anastomosis de intestino, con o sin enterostomía cutánea";"0";"239.26"
"929";"44131";"Cirugía de duplicación intestinal";"405.18";"405.46"
"930";"44139";"Movilización (desmontado) de ángulo esplénico realizado en conjunción con colectomía parcial";"0";"343.7"
"931";"44140";"Colectomía parcial";"0";"409.87"
"932";"44150";"Colectomía, total, abdominal, sin proctectomía";"0";"386.3"
"933";"44155";"Colectomía, total, abdominal, con proctectomía";"0";"500.31"
"934";"44180";"Enterolisis (liberación de adherencias intestinales) por laparoscopía";"361.1";"361.24"
"935";"44201";"Yeyunostomía por laparoscopía";"348.54";"348.65"
"936";"44202";"Resección instestinal con anastomosis por laparoscopía";"411.33";"411.6"
"937";"44320";"Colostomía o cecostomía con exteriorización a la piel";"381.37";"381.59"
"938";"44340";"Revisión de colostomía simple (liberación de cicatriz superficial)";"243.02";"243.1"
"939";"44361";"Biopsia de lesión de intestino delgado";"50.38";"50.62"
"940";"44602";"Sutura de intestino delgado (enterorrafia) por úlcera perforada, divertículo, herida, lesión ó ruptura";"345.67";"345.78"
"941";"44604";"Sutura del intestino grueso (colorrafía) por úlcera perforada, divertículo, herida, lesión ó ruptura";"345.67";"345.78"
"942";"44615";"Corrección plástica de estrechez intestinal (enterotomía y enterorrafía) con o sin dilatación, por obstrucción intestinal";"373.44";"373.63"
"943";"44620";"Cierre de enterostomía, intestino grueso o delgado";"345.67";"345.78"
"944";"44640";"Cierre de fístula enterocutánea";"71.22";"71.22"
"945";"44650";"Cierre de fístula enteroentérica o enterocólica";"357.57";"357.72"
"946";"44660";"Cierre de fístula enterovesical";"0";"268.46"
"947";"44680";"Plicatura intestinal";"197.01";"197.73"
"948";"44725";"Cierre de colostomía por vía laparoscópica";"436.45";"436.78"
"949";"44800";"Excisión de divertículo de Meckel (Diverticulectomía) o conducto onfalomesentérico";"357.57";"357.72"
"950";"44950";"Apendicectomía";"142.43";"142.47"
"951";"44951";"Apendicectomía con drenaje";"345.67";"345.78"
"952";"44952";"Drenaje de absceso apendicular sin apendicectomía";"345.67";"345.78"
